# V.34 Phase 3 STFT sub-sequence scores
# sym_rate=3000  fc=2000
# columns: time_s  S_score  PP_score  TRN_flat  label
0.3750  5.411  -0.310  0.000  T
0.3800  5.366  -0.353  0.000  T
0.3850  5.337  -0.374  0.000  T
0.3900  5.240  -0.342  0.000  T
0.3950  5.116  -0.311  0.000  T
0.4000  5.059  0.002  0.000  T
0.4050  5.057  -0.126  0.000  T
0.4100  5.201  -0.334  0.000  T
0.4150  5.246  -0.354  0.000  T
0.4200  5.369  -0.363  0.000  T
0.4250  5.362  -0.356  0.000  T
0.4300  5.389  -0.270  0.000  T
0.4350  5.474  0.169  0.000  P
0.4400  5.372  -0.241  0.000  T
0.4450  5.391  -0.359  0.000  T
0.4500  5.417  -0.358  0.000  T
0.4550  5.273  -0.361  0.000  T
0.4600  5.144  -0.344  0.000  T
0.4650  5.083  -0.204  0.000  T
0.4700  5.042  0.084  0.000  T
0.4750  5.125  -0.284  0.000  T
0.4800  5.221  -0.356  0.000  T
0.4850  5.302  -0.374  0.000  T
0.4900  5.371  -0.359  0.000  T
0.4950  5.383  -0.342  0.000  T
0.5000  5.460  -0.090  0.000  T
0.5050  5.419  -0.034  0.000  T
0.5100  5.403  -0.324  0.000  T
0.5150  5.392  -0.358  0.000  T
0.5200  5.325  -0.363  0.000  T
0.5250  5.203  -0.364  0.000  T
0.5300  5.145  -0.285  0.000  T
0.5350  4.989  0.086  0.000  T
0.5400  5.103  -0.022  0.000  T
0.5450  11.571  -0.181  0.049  S
0.5500  18.050  -0.229  0.117  S
0.5550  8.916  -0.223  0.019  T
0.5600  5.386  -0.319  0.000  T
0.5650  5.412  -0.273  0.000  T
0.5700  5.425  0.105  0.000  T
0.5750  5.383  -0.244  0.000  T
0.5800  5.443  -0.358  0.000  T
0.5850  5.335  -0.364  0.000  T
0.5900  5.274  -0.368  0.000  T
0.5950  5.165  -0.322  0.000  T
0.6000  5.058  -0.145  0.000  T
0.6050  5.037  0.016  0.000  T
0.6100  5.136  -0.297  0.000  T
0.6150  5.258  -0.356  0.000  T
0.6200  5.309  -0.359  0.000  T
0.6250  5.415  -0.352  0.000  T
0.6300  5.416  -0.309  0.000  T
0.6350  5.412  -0.007  0.000  T
0.6400  5.383  -0.194  0.000  T
0.6450  5.418  -0.336  0.000  T
0.6500  5.359  -0.360  0.000  T
0.6550  5.313  -0.376  0.000  T
0.6600  5.222  -0.341  0.000  T
0.6650  5.112  -0.276  0.000  T
0.6700  4.974  0.115  0.000  T
0.6750  5.136  -0.211  0.000  T
0.6800  5.173  -0.361  0.000  T
0.6850  5.294  -0.364  0.000  T
0.6900  5.376  -0.357  0.000  T
0.6950  5.443  -0.341  0.000  T
0.7000  5.394  -0.237  0.000  T
0.7050  5.416  0.088  0.000  T
0.7100  5.449  -0.296  0.000  T
0.7150  5.341  -0.357  0.000  T
0.7200  5.355  -0.363  0.000  T
0.7250  5.246  -0.368  0.000  T
0.7300  5.124  -0.321  0.000  T
0.7350  5.083  -0.076  0.000  T
0.7400  5.067  -0.098  0.000  T
0.7450  5.105  -0.322  0.000  T
0.7500  5.220  -0.358  0.000  T
0.7550  5.386  -0.368  0.000  T
0.7600  5.375  -0.360  0.000  T
0.7650  5.417  -0.293  0.000  T
0.7700  5.395  0.045  0.000  T
0.7750  5.453  -0.200  0.000  T
0.7800  5.400  -0.344  0.000  T
0.7850  5.386  -0.369  0.000  T
0.7900  5.309  -0.349  0.000  T
0.7950  5.136  -0.363  0.000  T
0.8000  5.109  -0.248  0.000  T
0.8050  5.032  0.154  0.000  P
0.8100  5.092  -0.269  0.000  T
0.8150  5.225  -0.351  0.000  T
0.8200  5.319  -0.362  0.000  T
0.8250  5.351  -0.358  0.000  T
0.8300  5.380  -0.339  0.000  T
0.8350  5.465  -0.145  0.000  T
0.8400  5.379  0.034  0.000  T
0.8450  5.390  -0.319  0.000  T
0.8500  5.445  -0.350  0.000  T
0.8550  5.310  -0.364  0.000  T
0.8600  5.233  -0.355  0.000  T
0.8650  5.094  -0.306  0.000  T
0.8700  5.112  -0.024  0.000  T
0.8750  5.051  -0.143  0.000  T
0.8800  5.132  -0.334  0.000  T
0.8850  5.286  -0.361  0.000  T
0.8900  5.318  -0.365  0.000  T
0.8950  5.442  -0.353  0.000  T
0.9000  5.394  -0.294  0.000  T
0.9050  5.430  0.122  0.000  T
0.9100  5.395  -0.223  0.000  T
0.9150  5.436  -0.342  0.000  T
0.9200  5.296  -0.366  0.000  T
0.9250  5.297  -0.362  0.000  T
0.9300  5.190  -0.350  0.000  T
0.9350  5.068  -0.219  0.000  T
0.9400  5.028  0.102  0.000  T
0.9450  5.140  -0.293  0.000  T
0.9500  5.211  -0.358  0.000  T
0.9550  5.304  -0.358  0.000  T
0.9600  5.370  -0.363  0.000  T
0.9650  5.451  -0.320  0.000  T
0.9700  5.408  -0.045  0.000  T
0.9750  5.417  -0.086  0.000  T
0.9800  5.423  -0.326  0.000  T
0.9850  5.418  -0.355  0.000  T
0.9900  5.276  -0.280  0.000  T
0.9950  10.998  -0.215  0.035  S
1.0000  18.228  -0.127  0.115  S
1.0050  9.049  0.017  0.024  T
1.0100  5.072  -0.116  0.000  T
1.0150  5.158  -0.331  0.000  T
1.0200  5.312  -0.354  0.000  T
1.0250  5.365  -0.359  0.000  T
1.0300  5.411  -0.353  0.000  T
1.0350  5.368  -0.227  0.000  T
1.0400  5.461  0.119  0.000  T
1.0450  5.386  -0.273  0.000  T
1.0500  5.396  -0.344  0.000  T
1.0550  5.322  -0.369  0.000  T
1.0600  5.342  -0.368  0.000  T
1.0650  5.124  -0.331  0.000  T
1.0700  5.029  -0.123  0.000  T
1.0750  5.091  -0.022  0.000  T
1.0800  5.118  -0.316  0.000  T
1.0850  5.232  -0.350  0.000  T
1.0900  5.315  -0.365  0.000  T
1.0950  5.411  -0.350  0.000  T
1.1000  5.367  -0.315  0.000  T
1.1050  5.443  -0.025  0.000  T
1.1100  5.439  -0.108  0.000  T
1.1150  5.388  -0.311  0.000  T
1.1200  5.363  -0.376  0.000  T
1.1250  5.337  -0.363  0.000  T
1.1300  5.212  -0.356  0.000  T
1.1350  5.075  -0.275  0.000  T
1.1400  5.028  0.108  0.000  T
1.1450  5.074  -0.244  0.000  T
1.1500  5.207  -0.347  0.000  T
1.1550  5.298  -0.370  0.000  T
1.1600  5.364  -0.365  0.000  T
1.1650  5.406  -0.331  0.000  T
1.1700  5.435  -0.223  0.000  T
1.1750  5.410  0.042  0.000  T
1.1800  5.416  -0.282  0.000  T
1.1850  5.401  -0.362  0.000  T
1.1900  5.332  -0.371  0.000  T
1.1950  5.238  -0.366  0.000  T
1.2000  5.152  -0.350  0.000  T
1.2050  5.075  -0.081  0.000  T
1.2100  5.029  -0.022  0.000  T
1.2150  5.133  -0.350  0.000  T
1.2200  5.239  -0.356  0.000  T
1.2250  5.306  -0.373  0.000  T
1.2300  5.426  -0.357  0.000  T
1.2350  5.442  -0.279  0.000  T
1.2400  5.398  0.023  0.000  T
1.2450  5.414  -0.212  0.000  T
1.2500  5.413  -0.332  0.000  T
1.2550  5.374  -0.373  0.000  T
1.2600  5.319  -0.376  0.000  T
1.2650  5.139  -0.337  0.000  T
1.2700  5.103  -0.243  0.000  T
1.2750  5.026  0.100  0.000  T
1.2800  5.082  -0.270  0.000  T
1.2850  5.236  -0.354  0.000  T
1.2900  5.315  -0.361  0.000  T
1.2950  5.338  -0.372  0.000  T
1.3000  5.446  -0.318  0.000  T
1.3050  5.422  -0.138  0.000  T
1.3100  5.381  -0.022  0.000  T
1.3150  5.435  -0.295  0.000  T
1.3200  5.380  -0.358  0.000  T
1.3250  5.346  -0.368  0.000  T
1.3300  5.229  -0.358  0.000  T
1.3350  5.115  -0.313  0.000  T
1.3400  5.027  -0.008  0.000  T
1.3450  5.074  -0.124  0.000  T
1.3500  5.156  -0.333  0.000  T
1.3550  5.279  -0.366  0.000  T
1.3600  5.325  -0.372  0.000  T
1.3650  5.441  -0.360  0.000  T
1.3700  5.378  -0.269  0.000  T
1.3750  5.438  0.161  0.000  P
1.3800  5.386  -0.241  0.000  T
1.3850  5.439  -0.355  0.000  T
1.3900  5.360  -0.356  0.000  T
1.3950  5.232  -0.373  0.000  T
1.4000  5.209  -0.343  0.000  T
1.4050  5.040  -0.207  0.000  T
1.4100  5.105  0.044  0.000  T
1.4150  5.046  -0.294  0.000  T
1.4200  5.250  -0.346  0.000  T
1.4250  5.316  -0.379  0.000  T
1.4300  5.407  -0.357  0.000  T
1.4350  5.360  -0.324  0.000  T
1.4400  5.458  0.007  0.000  T
1.4450  11.263  -0.008  0.039  S
1.4500  17.797  -0.120  0.117  S
1.4550  9.315  -0.191  0.027  T
1.4600  5.308  -0.321  0.000  T
1.4650  5.216  -0.360  0.000  T
1.4700  5.093  -0.291  0.000  T
1.4750  5.061  0.074  0.000  T
1.4800  5.062  -0.207  0.000  T
1.4850  5.158  -0.342  0.000  T
1.4900  5.282  -0.365  0.000  T
1.4950  5.356  -0.373  0.000  T
1.5000  5.412  -0.345  0.000  T
1.5050  5.429  -0.245  0.000  T
1.5100  5.436  0.105  0.000  T
1.5150  5.394  -0.287  0.000  T
1.5200  5.435  -0.360  0.000  T
1.5250  5.330  -0.355  0.000  T
1.5300  5.267  -0.360  0.000  T
1.5350  5.116  -0.327  0.000  T
1.5400  5.074  -0.165  0.000  T
1.5450  5.061  -0.030  0.000  T
1.5500  5.122  -0.296  0.000  T
1.5550  5.276  -0.353  0.000  T
1.5600  5.290  -0.358  0.000  T
1.5650  5.424  -0.356  0.000  T
1.5700  5.409  -0.325  0.000  T
1.5750  5.425  0.036  0.000  T
1.5800  5.416  -0.152  0.000  T
1.5850  5.366  -0.339  0.000  T
1.5900  5.410  -0.355  0.000  T
1.5950  5.297  -0.366  0.000  T
1.6000  5.234  -0.350  0.000  T
1.6050  5.080  -0.281  0.000  T
1.6100  4.998  0.123  0.000  T
1.6150  5.132  -0.233  0.000  T
1.6200  5.154  -0.356  0.000  T
1.6250  5.283  -0.356  0.000  T
1.6300  5.386  -0.366  0.000  T
1.6350  5.385  -0.335  0.000  T
1.6400  5.457  -0.209  0.000  T
1.6450  5.387  0.045  0.000  T
1.6500  5.454  -0.279  0.000  T
1.6550  5.369  -0.353  0.000  T
1.6600  5.360  -0.359  0.000  T
1.6650  5.255  -0.377  0.000  T
1.6700  5.149  -0.326  0.000  T
1.6750  4.999  -0.099  0.000  T
1.6800  5.096  -0.080  0.000  T
1.6850  5.101  -0.329  0.000  T
1.6900  5.237  -0.352  0.000  T
1.6950  5.364  -0.371  0.000  T
1.7000  5.385  -0.357  0.000  T
1.7050  5.419  -0.298  0.000  T
1.7100  5.417  0.064  0.000  T
1.7150  5.445  -0.215  0.000  T
1.7200  5.422  -0.336  0.000  T
1.7250  5.352  -0.366  0.000  T
1.7300  5.299  -0.360  0.000  T
1.7350  5.147  -0.358  0.000  T
1.7400  5.146  -0.233  0.000  T
1.7450  4.986  0.143  0.000  T
1.7500  5.108  -0.262  0.000  T
1.7550  5.206  -0.344  0.000  T
1.7600  5.299  -0.367  0.000  T
1.7650  5.410  -0.359  0.000  T
1.7700  5.386  -0.346  0.000  T
1.7750  5.381  -0.189  0.000  T
1.7800  5.465  0.067  0.000  T
1.7850  5.396  -0.316  0.000  T
1.7900  5.397  -0.352  0.000  T
1.7950  5.318  -0.363  0.000  T
1.8000  5.262  -0.354  0.000  T
1.8050  5.090  -0.305  0.000  T
1.8100  5.056  0.003  0.000  T
1.8150  5.061  -0.132  0.000  T
1.8200  5.157  -0.322  0.000  T
1.8250  5.285  -0.363  0.000  T
1.8300  5.352  -0.367  0.000  T
1.8350  5.393  -0.357  0.000  T
1.8400  5.414  -0.255  0.000  T
1.8450  5.441  0.125  0.000  T
1.8500  5.402  -0.271  0.000  T
1.8550  5.402  -0.344  0.000  T
1.8600  5.385  -0.355  0.000  T
1.8650  5.256  -0.367  0.000  T
1.8700  5.145  -0.344  0.000  T
1.8750  5.116  -0.207  0.000  T
1.8800  4.991  0.116  0.000  T
1.8850  5.125  -0.281  0.000  T
1.8900  5.221  -0.183  0.000  T
1.8950  11.538  -0.225  0.046  S
1.9000  17.735  -0.200  0.110  S
1.9050  8.946  -0.131  0.019  T
1.9100  5.473  -0.015  0.000  T
1.9150  5.389  -0.066  0.000  T
1.9200  5.415  -0.329  0.000  T
1.9250  5.436  -0.350  0.000  T
1.9300  5.279  -0.373  0.000  T
1.9350  5.196  -0.353  0.000  T
1.9400  5.110  -0.294  0.000  T
1.9450  5.075  0.027  0.000  T
1.9500  5.039  -0.197  0.000  T
1.9550  5.197  -0.324  0.000  T
1.9600  5.222  -0.363  0.000  T
1.9650  5.421  -0.353  0.000  T
1.9700  5.400  -0.365  0.000  T
1.9750  5.384  -0.254  0.000  T
1.9800  5.446  0.153  0.000  P
1.9850  5.442  -0.252  0.000  T
1.9900  5.393  -0.353  0.000  T
1.9950  5.311  -0.373  0.000  T
2.0000  5.254  -0.366  0.000  T
2.0050  5.222  -0.336  0.000  T
2.0100  5.012  -0.145  0.000  T
2.0150  5.060  0.014  0.000  T
2.0200  5.145  -0.310  0.000  T
2.0250  5.208  -0.346  0.000  T
2.0300  5.322  -0.374  0.000  T
2.0350  5.392  -0.349  0.000  T
2.0400  5.431  -0.315  0.000  T
2.0450  5.395  0.002  0.000  T
2.0500  5.438  -0.045  0.000  T
2.0550  8.040  -0.038  0.010  T
2.0600  8.018  0.032  0.056  T
2.0650  0.296  -0.014  0.008  T
2.0700  0.003  -0.141  0.000  T
2.0750  0.000  0.068  0.000  T
2.0800  0.000  -0.013  0.000  T
2.0850  0.000  0.027  0.000  T
2.0900  0.000  -0.130  0.000  T
2.0950  0.007  -0.138  0.000  T
2.1000  0.529  0.008  0.001  T
2.1050  0.274  0.022  0.001  T
2.1100  0.042  0.025  0.000  T
2.1150  0.052  0.049  0.000  T
2.1200  0.376  -0.036  0.001  T
2.1250  0.445  -0.024  0.001  T
2.1300  0.082  0.110  0.000  T
2.1350  0.994  -0.089  0.001  T
2.1400  0.394  0.054  0.001  T
2.1450  0.150  -0.064  0.001  T
2.1500  0.045  -0.071  0.000  T
2.1550  0.137  0.021  0.001  T
2.1600  0.666  0.003  0.001  T
2.1650  0.297  0.054  0.000  T
2.1700  1.155  -0.066  0.001  T
2.1750  0.812  0.127  0.001  T
2.1800  0.383  -0.075  0.001  T
2.1850  0.766  0.058  0.001  T
2.1900  0.540  0.006  0.001  T
2.1950  0.955  0.102  0.001  T
2.2000  0.819  0.030  0.001  T
2.2050  1.162  0.106  0.001  T
2.2100  0.321  -0.106  0.001  T
2.2150  0.955  -0.038  0.001  T
2.2200  0.131  0.005  0.001  T
2.2250  0.135  0.072  0.001  T
2.2300  0.158  0.064  0.001  T
2.2350  0.091  -0.026  0.001  T
2.2400  0.107  -0.001  0.000  T
2.2450  0.179  -0.031  0.001  T
2.2500  0.736  0.022  0.001  T
2.2550  0.266  -0.004  0.001  T
2.2600  1.013  -0.088  0.001  T
2.2650  0.238  -0.049  0.001  T
2.2700  1.006  0.014  0.001  T
2.2750  0.350  0.033  0.001  T
2.2800  0.757  -0.026  0.001  T
2.2850  0.796  0.055  0.001  T
2.2900  0.380  -0.098  0.001  T
2.2950  0.668  0.008  0.001  T
2.3000  0.280  0.006  0.001  T
2.3050  1.146  0.021  0.001  T
2.3100  0.211  0.172  0.001  P
2.3150  0.696  -0.049  0.001  T
2.3200  0.135  -0.079  0.001  T
2.3250  0.165  -0.198  0.001  T
2.3300  0.750  -0.023  0.001  T
2.3350  0.810  0.045  0.001  T
2.3400  0.795  0.006  0.001  T
2.3450  1.179  0.095  0.001  T
2.3500  0.311  -0.027  0.001  T
2.3550  0.296  0.018  0.001  T
2.3600  0.385  -0.030  0.001  T
2.3650  0.443  0.029  0.001  T
2.3700  0.003  -0.080  0.000  T
2.3750  0.000  0.073  0.000  T
2.3800  0.000  -0.017  0.000  T
2.3850  0.000  0.028  0.000  T
2.3900  0.000  -0.126  0.000  T
2.3950  0.007  -0.137  0.000  T
2.4000  0.529  0.008  0.001  T
2.4050  0.274  0.024  0.001  T
2.4100  0.041  0.022  0.000  T
2.4150  0.052  0.049  0.000  T
2.4200  0.377  -0.035  0.001  T
2.4250  0.445  -0.024  0.001  T
2.4300  0.082  0.109  0.000  T
2.4350  0.994  -0.088  0.001  T
2.4400  0.394  0.053  0.001  T
2.4450  0.150  -0.064  0.001  T
2.4500  0.045  -0.071  0.000  T
2.4550  0.137  0.023  0.001  T
2.4600  0.666  0.002  0.001  T
2.4650  0.297  0.054  0.000  T
2.4700  1.155  -0.066  0.001  T
2.4750  0.813  0.126  0.001  T
2.4800  0.383  -0.076  0.001  T
2.4850  0.766  0.059  0.001  T
2.4900  0.540  0.013  0.001  T
