# V.34 Phase 3 baseband IQ symbols
# sym_rate=3000  fc=1800  t0=10.0  t1=12.5
# columns: sym_idx  time_ms  I  Q  s_score  pp_score  label
   158     52.667  -0.000116  +0.000152  0.094  0.000  T
   159     53.000  +0.000345  -0.000304  0.094  0.000  T
   160     53.333  -0.000281  +0.000444  0.094  0.000  T
   161     53.667  +0.000422  -0.000074  0.094  0.000  T
   162     54.000  -0.000231  +0.000154  0.094  0.000  T
   163     54.333  +0.000275  +0.000004  0.109  0.000  T
   164     54.667  -0.000245  +0.000098  0.125  0.000  T
   165     55.000  +0.000105  -0.000146  0.125  0.000  T
   166     55.333  -0.000360  -0.000037  0.125  0.000  T
   167     55.667  +0.000115  -0.000155  0.125  0.000  T
   168     56.000  -0.000428  -0.000057  0.125  0.000  T
   169     56.333  +0.000107  +0.000145  0.141  0.000  T
   170     56.667  -0.000116  -0.000184  0.141  0.000  T
   171     57.000  +0.000377  +0.000143  0.141  0.000  T
   172     57.333  +0.000060  +0.000013  0.141  0.000  T
   173     57.667  +0.000216  -0.000015  0.156  0.000  T
   174     58.000  +0.000034  +0.000105  0.156  0.092  T
   175     58.333  -0.000148  -0.000032  0.156  0.092  T
   176     58.667  -0.000016  -0.000227  0.156  0.092  T
   177     59.000  -0.000028  +0.000212  0.141  0.092  T
   178     59.333  -0.000069  -0.000160  0.141  0.092  T
   179     59.667  +0.000113  -0.000039  0.141  0.092  T
   180     60.000  +0.000047  +0.000066  0.141  0.092  T
   181     60.333  -0.000268  -0.000051  0.141  0.092  T
   182     60.667  +0.000286  +0.000230  0.141  0.092  T
   183     61.000  -0.000289  +0.000011  0.141  0.092  T
   184     61.333  +0.000258  +0.000298  0.141  0.092  T
   185     61.667  -0.000343  -0.000301  0.141  0.092  T
   186     62.000  +0.000212  +0.000469  0.141  0.107  T
   187     62.333  -0.000155  -0.000716  0.141  0.107  T
   188     62.667  -0.000108  +0.000363  0.141  0.107  T
   189     63.000  +0.000225  -0.000481  0.141  0.107  T
   190     63.333  +0.000026  +0.000156  0.141  0.107  T
   191     63.667  +0.000065  -0.000114  0.141  0.107  T
   192     64.000  +0.000045  +0.000109  0.141  0.107  T
   193     64.333  -0.000118  -0.000089  0.141  0.107  T
   194     64.667  +0.000149  +0.000079  0.141  0.107  T
   195     65.000  -0.000118  +0.000125  0.141  0.107  T
   196     65.333  -0.000125  -0.000054  0.141  0.107  T
   197     65.667  +0.000161  +0.000092  0.141  0.107  T
   198     66.000  -0.000157  -0.000028  0.141  0.114  T
   199     66.333  -0.000037  +0.000224  0.141  0.114  T
   200     66.667  +0.000050  -0.000099  0.141  0.114  T
   201     67.000  +0.000276  +0.000151  0.156  0.114  T
   202     67.333  -0.000153  -0.000160  0.172  0.114  T
   203     67.667  +0.000323  +0.000086  0.172  0.114  T
   204     68.000  -0.000342  -0.000228  0.172  0.114  T
   205     68.333  +0.000026  -0.000029  0.172  0.114  T
   206     68.667  -0.000086  +0.000025  0.156  0.114  T
   207     69.000  -0.000063  -0.000133  0.156  0.114  T
   208     69.333  +0.000149  +0.000148  0.141  0.114  T
   209     69.667  +0.000179  -0.000196  0.141  0.114  T
   210     70.000  -0.000159  +0.000159  0.141  0.110  T
   211     70.333  +0.000112  -0.000137  0.125  0.110  T
   212     70.667  -0.000341  +0.000172  0.109  0.110  T
   213     71.000  +0.000056  -0.000198  0.109  0.110  T
   214     71.333  -0.000229  +0.000369  0.109  0.110  T
   215     71.667  +0.000322  -0.000288  0.109  0.110  T
   216     72.000  -0.000330  +0.000253  0.109  0.110  T
   217     72.333  +0.000452  -0.000144  0.109  0.110  T
   218     72.667  -0.000233  +0.000307  0.109  0.110  T
   219     73.000  +0.000313  -0.000152  0.109  0.110  T
   220     73.333  -0.000301  +0.000246  0.109  0.110  T
   221     73.667  +0.000189  -0.000312  0.109  0.110  T
   222     74.000  -0.000118  +0.000067  0.109  0.132  P
   223     74.333  +0.000120  -0.000269  0.125  0.132  P
   224     74.667  -0.000032  +0.000066  0.125  0.132  P
   225     75.000  +0.000234  -0.000173  0.125  0.132  P
   226     75.333  -0.000082  +0.000073  0.125  0.132  P
   227     75.667  +0.000029  +0.000104  0.109  0.132  P
   228     76.000  -0.000211  -0.000065  0.094  0.132  P
   229     76.333  +0.000016  +0.000249  0.094  0.132  P
   230     76.667  -0.000292  -0.000233  0.094  0.132  P
   231     77.000  +0.000327  +0.000239  0.094  0.132  P
   232     77.333  -0.000199  -0.000178  0.094  0.132  P
   233     77.667  +0.000118  -0.000050  0.078  0.132  P
   234     78.000  +0.000099  +0.000215  0.078  0.140  P
   235     78.333  -0.000396  -0.000099  0.078  0.140  P
   236     78.667  +0.000342  +0.000197  0.078  0.140  P
   237     79.000  -0.000157  -0.000279  0.062  0.140  P
   238     79.333  +0.000382  +0.000292  0.062  0.140  P
   239     79.667  -0.000136  -0.000327  0.062  0.140  P
   240     80.000  +0.000156  +0.000262  0.062  0.140  P
   241     80.333  -0.000241  -0.000350  0.078  0.140  P
   242     80.667  -0.000014  +0.000122  0.078  0.140  P
   243     81.000  -0.000135  +0.000048  0.078  0.140  P
   244     81.333  +0.000097  +0.000071  0.078  0.140  P
   245     81.667  -0.000094  -0.000103  0.078  0.140  P
   246     82.000  -0.000104  +0.000132  0.078  0.151  P
   247     82.333  +0.000079  -0.000186  0.078  0.151  P
   248     82.667  -0.000033  +0.000023  0.078  0.151  P
   249     83.000  -0.000114  +0.000129  0.078  0.151  P
   250     83.333  +0.000270  -0.000097  0.078  0.151  P
   251     83.667  +0.000125  +0.000061  0.078  0.151  P
   252     84.000  +0.000179  +0.000059  0.078  0.151  P
   253     84.333  +0.000176  -0.000020  0.078  0.151  P
   254     84.667  -0.000283  -0.000118  0.078  0.151  P
   255     85.000  +0.000051  -0.000128  0.078  0.151  P
   256     85.333  -0.000177  +0.000120  0.078  0.151  P
   257     85.667  +0.000024  -0.000111  0.078  0.151  P
   258     86.000  -0.000122  +0.000307  0.078  0.137  P
   259     86.333  -0.000098  +0.000024  0.078  0.137  P
   260     86.667  -0.000076  +0.000288  0.078  0.137  P
   261     87.000  -0.000000  -0.000154  0.094  0.137  P
   262     87.333  -0.000063  +0.000212  0.094  0.137  P
   263     87.667  +0.000343  -0.000487  0.094  0.137  P
   264     88.000  -0.000069  +0.000199  0.094  0.137  P
   265     88.333  +0.000225  -0.000728  0.078  0.137  P
   266     88.667  +0.000128  +0.000332  0.062  0.137  P
   267     89.000  -0.000360  -0.000553  0.062  0.137  P
   268     89.333  +0.000236  +0.000513  0.062  0.137  P
   269     89.667  -0.000481  -0.000187  0.062  0.137  P
   270     90.000  +0.000172  +0.000342  0.062  0.158  P
   271     90.333  -0.000259  +0.000230  0.062  0.158  P
   272     90.667  +0.000151  +0.000016  0.062  0.158  P
   273     91.000  +0.000111  +0.000336  0.062  0.158  P
   274     91.333  -0.000269  -0.000125  0.062  0.158  P
   275     91.667  +0.000532  -0.000037  0.078  0.158  P
   276     92.000  -0.000015  -0.000546  0.078  0.158  P
   277     92.333  +0.000205  +0.000548  0.078  0.158  P
   278     92.667  +0.000003  -0.000678  0.078  0.158  P
   279     93.000  +0.000024  +0.000511  0.078  0.158  P
   280     93.333  -0.000354  -0.000574  0.078  0.158  P
   281     93.667  +0.000244  +0.000309  0.078  0.158  P
   282     94.000  -0.000461  +0.000017  0.078  0.147  P
   283     94.333  +0.000162  -0.000022  0.078  0.147  P
   284     94.667  -0.000351  +0.000096  0.078  0.147  P
   285     95.000  +0.000254  +0.000063  0.078  0.147  P
   286     95.333  -0.000107  -0.000138  0.078  0.147  P
   287     95.667  +0.000229  +0.000298  0.062  0.147  P
   288     96.000  -0.000231  -0.000341  0.062  0.147  P
   289     96.333  +0.000234  +0.000550  0.062  0.147  P
   290     96.667  -0.000302  -0.000551  0.062  0.147  P
   291     97.000  +0.000305  +0.000417  0.062  0.147  P
   292     97.333  -0.000167  -0.000402  0.062  0.147  P
   293     97.667  +0.000163  -0.000057  0.062  0.147  P
   294     98.000  +0.000068  +0.000044  0.062  0.150  P
   295     98.333  +0.000197  -0.000182  0.062  0.150  P
   296     98.667  -0.000166  +0.000170  0.062  0.150  P
   297     99.000  +0.000277  -0.000058  0.062  0.150  P
   298     99.333  -0.000388  +0.000171  0.078  0.150  P
   299     99.667  +0.000168  -0.000108  0.078  0.150  P
   300    100.000  -0.000267  +0.000183  0.078  0.150  P
   301    100.333  +0.000218  -0.000062  0.078  0.150  P
   302    100.667  -0.000129  +0.000262  0.078  0.150  P
   303    101.000  +0.000230  -0.000086  0.062  0.150  P
   304    101.333  -0.000323  +0.000166  0.062  0.150  P
   305    101.667  +0.000230  -0.000165  0.047  0.150  P
   306    102.000  -0.000268  +0.000046  0.047  0.141  P
   307    102.333  -0.000037  -0.000268  0.047  0.141  P
   308    102.667  -0.000043  +0.000033  0.047  0.141  P
   309    103.000  +0.000130  -0.000105  0.047  0.141  P
   310    103.333  -0.000182  +0.000070  0.047  0.141  P
   311    103.667  +0.000156  -0.000156  0.047  0.141  P
   312    104.000  -0.000163  +0.000264  0.047  0.141  P
   313    104.333  +0.000439  -0.000441  0.047  0.141  P
   314    104.667  -0.000493  +0.000357  0.047  0.141  P
   315    105.000  +0.000867  -0.000348  0.047  0.141  P
   316    105.333  -0.000646  +0.000342  0.047  0.141  P
   317    105.667  +0.000568  -0.000043  0.047  0.141  P
   318    106.000  -0.000180  +0.000273  0.047  0.119  T
   319    106.333  -0.000232  +0.000028  0.047  0.119  T
   320    106.667  +0.000170  -0.000198  0.047  0.119  T
   321    107.000  -0.000245  +0.000162  0.047  0.119  T
   322    107.333  +0.000151  -0.000353  0.047  0.119  T
   323    107.667  -0.000409  +0.000283  0.047  0.119  T
   324    108.000  +0.000360  -0.000175  0.047  0.119  T
   325    108.333  -0.000324  +0.000292  0.062  0.119  T
   326    108.667  +0.000426  -0.000343  0.062  0.119  T
   327    109.000  -0.000300  +0.000161  0.047  0.119  T
   328    109.333  +0.000163  -0.000115  0.047  0.119  T
   329    109.667  -0.000154  +0.000064  0.047  0.119  T
   330    110.000  -0.000011  -0.000038  0.047  0.151  P
   331    110.333  -0.000113  +0.000094  0.047  0.151  P
   332    110.667  +0.000183  +0.000051  0.047  0.151  P
   333    111.000  +0.000222  -0.000198  0.047  0.151  P
   334    111.333  -0.000202  +0.000151  0.047  0.151  P
   335    111.667  +0.000232  -0.000092  0.047  0.151  P
   336    112.000  +0.000026  -0.000133  0.047  0.151  P
   337    112.333  -0.000300  +0.000179  0.047  0.151  P
   338    112.667  +0.000303  -0.000374  0.047  0.151  P
   339    113.000  -0.000034  +0.000423  0.047  0.151  P
   340    113.333  -0.000363  -0.000237  0.047  0.151  P
   341    113.667  +0.000205  +0.000238  0.047  0.151  P
   342    114.000  -0.000468  -0.000003  0.047  0.141  P
   343    114.333  +0.000332  +0.000096  0.047  0.141  P
   344    114.667  +0.000019  +0.000005  0.047  0.141  P
   345    115.000  +0.000202  +0.000034  0.047  0.141  P
   346    115.333  -0.000118  -0.000041  0.047  0.141  P
   347    115.667  +0.000134  -0.000110  0.047  0.141  P
   348    116.000  -0.000273  -0.000286  0.047  0.141  P
   349    116.333  +0.000321  -0.000043  0.047  0.141  P
   350    116.667  -0.000128  +0.000181  0.047  0.141  P
   351    117.000  +0.000429  -0.000082  0.047  0.141  P
   352    117.333  -0.000367  +0.000213  0.047  0.141  P
   353    117.667  +0.000308  +0.000009  0.047  0.141  P
   354    118.000  -0.000517  -0.000038  0.047  0.126  P
   355    118.333  +0.000038  -0.000035  0.047  0.126  P
   356    118.667  -0.000186  -0.000048  0.062  0.126  P
   357    119.000  -0.000137  +0.000195  0.062  0.126  P
   358    119.333  +0.000214  -0.000046  0.078  0.126  P
   359    119.667  -0.000226  +0.000074  0.078  0.126  P
   360    120.000  +0.000409  -0.000006  0.094  0.126  P
   361    120.333  -0.000085  +0.000082  0.094  0.126  P
   362    120.667  +0.000144  -0.000255  0.094  0.126  P
   363    121.000  -0.000118  +0.000192  0.078  0.126  P
   364    121.333  +0.000054  -0.000371  0.078  0.126  P
   365    121.667  +0.000152  +0.000197  0.094  0.126  P
   366    122.000  -0.000260  -0.000108  0.094  0.099  T
   367    122.333  +0.000324  -0.000102  0.109  0.099  T
   368    122.667  -0.000142  +0.000268  0.109  0.099  T
   369    123.000  +0.000133  -0.000272  0.109  0.099  T
   370    123.333  +0.000112  +0.000384  0.109  0.099  T
   371    123.667  -0.000217  -0.000228  0.109  0.099  T
   372    124.000  -0.000060  +0.000205  0.109  0.099  T
   373    124.333  -0.000015  -0.000114  0.109  0.099  T
   374    124.667  -0.000083  -0.000085  0.109  0.099  T
   375    125.000  +0.000005  +0.000199  0.109  0.099  T
   376    125.333  +0.000055  -0.000091  0.109  0.099  T
   377    125.667  -0.000293  -0.000001  0.109  0.099  T
   378    126.000  +0.000229  -0.000233  0.109  0.090  T
   379    126.333  -0.000087  +0.000221  0.125  0.090  T
   380    126.667  -0.000168  -0.000085  0.109  0.090  T
   381    127.000  +0.000283  +0.000172  0.109  0.090  T
   382    127.333  -0.000248  +0.000098  0.109  0.090  T
   383    127.667  +0.000427  -0.000087  0.109  0.090  T
   384    128.000  -0.000190  +0.000089  0.109  0.090  T
   385    128.333  +0.000306  -0.000326  0.109  0.090  T
   386    128.667  -0.000133  +0.000017  0.109  0.090  T
   387    129.000  +0.000047  -0.000159  0.109  0.090  T
   388    129.333  -0.000258  -0.000026  0.109  0.090  T
   389    129.667  +0.000070  +0.000087  0.094  0.090  T
   390    130.000  +0.000124  -0.000063  0.094  0.069  T
   391    130.333  -0.000132  +0.000134  0.094  0.069  T
   392    130.667  +0.000222  +0.000150  0.094  0.069  T
   393    131.000  -0.000196  +0.000367  0.094  0.069  T
   394    131.333  +0.000056  -0.000043  0.094  0.069  T
   395    131.667  -0.000221  +0.000166  0.094  0.069  T
   396    132.000  +0.000158  -0.000216  0.109  0.069  T
   397    132.333  -0.000315  -0.000174  0.109  0.069  T
   398    132.667  +0.000242  -0.000179  0.109  0.069  T
   399    133.000  -0.000151  -0.000307  0.109  0.069  T
   400    133.333  +0.000283  +0.000242  0.109  0.069  T
   401    133.667  -0.000241  -0.000180  0.109  0.069  T
   402    134.000  +0.000485  -0.000064  0.125  0.037  T
   403    134.333  -0.000294  +0.000295  0.125  0.037  T
   404    134.667  +0.000349  +0.000078  0.125  0.037  T
   405    135.000  -0.000578  -0.000101  0.125  0.037  T
   406    135.333  +0.000524  +0.000376  0.125  0.037  T
   407    135.667  -0.000617  -0.000327  0.125  0.037  T
   408    136.000  +0.000741  +0.000285  0.125  0.037  T
   409    136.333  -0.000595  -0.000123  0.125  0.037  T
   410    136.667  +0.000204  -0.000061  0.125  0.037  T
   411    137.000  -0.000089  -0.000207  0.125  0.037  T
   412    137.333  -0.000112  -0.000062  0.125  0.037  T
   413    137.667  +0.000001  +0.000008  0.125  0.037  T
   414    138.000  -0.000073  +0.000139  0.141  0.000  T
   415    138.333  +0.000018  +0.000101  0.141  0.000  T
   416    138.667  +0.000195  +0.000127  0.141  0.000  T
   417    139.000  -0.000148  -0.000009  0.141  0.000  T
   418    139.333  +0.000429  -0.000024  0.156  0.000  T
   419    139.667  -0.000430  +0.000046  0.156  0.000  T
   420    140.000  +0.000570  -0.000202  0.141  0.000  T
   421    140.333  -0.000330  +0.000192  0.141  0.000  T
   422    140.667  +0.000243  -0.000354  0.125  0.000  T
   423    141.000  -0.000121  +0.000181  0.125  0.000  T
   424    141.333  -0.000015  -0.000152  0.109  0.000  T
   425    141.667  -0.000096  -0.000073  0.109  0.000  T
   426    142.000  -0.000008  +0.000204  0.109  0.000  T
   427    142.333  -0.000171  -0.000064  0.109  0.000  T
   428    142.667  -0.000028  +0.000095  0.109  0.000  T
   429    143.000  -0.000180  +0.000183  0.094  0.000  T
   430    143.333  -0.000003  -0.000317  0.094  0.000  T
   431    143.667  +0.000006  +0.000329  0.078  0.000  T
   432    144.000  +0.000043  -0.000147  0.078  0.000  T
   433    144.333  +0.000177  +0.000042  0.078  0.000  T
   434    144.667  +0.000022  -0.000104  0.078  0.000  T
   435    145.000  +0.000088  +0.000003  0.078  0.000  T
   436    145.333  +0.000186  -0.000061  0.078  0.000  T
   437    145.667  -0.000179  +0.000085  0.078  0.000  T
   438    146.000  +0.000293  -0.000201  0.078  0.000  T
   439    146.333  -0.000241  +0.000222  0.078  0.000  T
   440    146.667  +0.000067  -0.000229  0.094  0.000  T
   441    147.000  +0.000086  +0.000186  0.109  0.000  T
   442    147.333  -0.000083  -0.000348  0.125  0.000  T
   443    147.667  -0.000054  +0.000606  0.109  0.000  T
   444    148.000  +0.000005  -0.000324  0.109  0.000  T
   445    148.333  -0.000309  +0.000314  0.109  0.000  T
   446    148.667  +0.000083  +0.000045  0.109  0.000  T
   447    149.000  -0.000116  -0.000179  0.109  0.000  T
   448    149.333  +0.000082  +0.000275  0.109  0.000  T
   449    149.667  +0.000073  -0.000333  0.109  0.000  T
   450    150.000  -0.000207  -0.000025  0.109  0.000  T
   451    150.333  +0.000205  -0.000223  0.109  0.000  T
   452    150.667  +0.000026  -0.000068  0.109  0.000  T
   453    151.000  +0.000241  +0.000080  0.109  0.000  T
   454    151.333  -0.000207  +0.000010  0.109  0.000  T
   455    151.667  +0.000212  +0.000153  0.109  0.000  T
   456    152.000  -0.000146  -0.000227  0.125  0.000  T
   457    152.333  -0.000030  +0.000223  0.125  0.000  T
   458    152.667  +0.000011  -0.000179  0.125  0.000  T
   459    153.000  -0.000065  +0.000416  0.109  0.000  T
   460    153.333  +0.000141  -0.000373  0.109  0.000  T
   461    153.667  -0.000146  +0.000485  0.109  0.000  T
   462    154.000  +0.000182  -0.000363  0.109  0.000  T
   463    154.333  -0.000242  +0.000192  0.125  0.000  T
   464    154.667  +0.000233  -0.000111  0.125  0.000  T
   465    155.000  -0.000318  -0.000038  0.109  0.000  T
   466    155.333  +0.000455  +0.000021  0.109  0.000  T
   467    155.667  -0.000581  +0.000248  0.094  0.000  T
   468    156.000  +0.000438  -0.000300  0.094  0.000  T
   469    156.333  -0.000407  +0.000231  0.109  0.000  T
   470    156.667  +0.000374  -0.000283  0.109  0.000  T
   471    157.000  -0.000017  +0.000125  0.109  0.000  T
   472    157.333  +0.000047  +0.000025  0.109  0.000  T
   473    157.667  +0.000011  -0.000139  0.109  0.000  T
   474    158.000  -0.000188  +0.000058  0.109  0.000  T
   475    158.333  -0.000167  -0.000085  0.109  0.000  T
   476    158.667  +0.000208  -0.000186  0.109  0.000  T
