# V.34 Phase 3 baseband IQ symbols
# sym_rate=3200  fc=1829  t0=9.476  t1=13.28
# columns: sym_idx  time_ms  I  Q  s_score  pp_score  label
     0      0.000  +0.001895  +0.000683  0.000  0.000  T
     1      0.312  +0.003834  +0.000315  0.000  0.000  T
     2      0.625  -0.007742  -0.005974  0.000  0.000  T
     3      0.938  +0.006269  +0.004932  0.000  0.000  T
     4      1.250  -0.013317  +0.000429  0.000  0.000  T
     5      1.562  +0.005926  +0.004350  0.000  0.000  T
     6      1.875  -0.035916  +0.013137  0.000  0.000  T
     7      2.188  +0.450425  +0.521117  0.000  0.000  T
     8      2.500  -0.116148  +0.935959  0.000  0.000  T
     9      2.812  -0.233497  +0.756926  0.000  0.000  T
    10      3.125  +0.134119  +0.808247  0.000  0.000  T
    11      3.438  -0.295616  +0.767162  0.000  0.000  T
    12      3.750  +0.155826  +0.865067  0.000  0.000  T
    13      4.062  -0.273292  +0.726529  0.000  0.000  T
    14      4.375  +0.129246  +0.878808  0.000  0.000  T
    15      4.688  -0.237060  +0.701984  0.000  0.000  T
    16      5.000  +0.112862  +0.908816  0.000  0.000  T
    17      5.312  -0.216003  +0.682606  0.000  0.000  T
    18      5.625  +0.081014  +0.919402  0.000  0.000  T
    19      5.938  -0.201801  +0.692335  0.000  0.000  T
    20      6.250  +0.061934  +0.923577  0.000  0.000  T
    21      6.562  -0.183058  +0.677402  0.000  0.000  T
    22      6.875  +0.070346  +0.941534  0.000  0.000  T
    23      7.188  -0.171542  +0.656464  0.000  0.000  T
    24      7.500  +0.058944  +0.926874  0.000  0.000  T
    25      7.812  -0.178223  +0.666440  0.000  0.000  T
    26      8.125  +0.062587  +0.933943  0.000  0.000  T
    27      8.438  -0.169635  +0.651223  0.000  0.000  T
    28      8.750  +0.049117  +0.937377  0.000  0.000  T
    29      9.062  -0.158966  +0.656007  0.000  0.000  T
    30      9.375  +0.051056  +0.952408  0.000  0.000  T
    31      9.688  -0.157102  +0.648337  0.000  0.000  T
    32     10.000  +0.057787  +0.947319  0.016  0.000  T
    33     10.312  -0.155538  +0.673382  0.016  0.000  T
    34     10.625  +0.056346  +0.957813  0.016  0.000  T
    35     10.938  -0.151769  +0.645915  0.016  0.000  T
    36     11.250  +0.056904  +0.971694  0.016  0.000  T
    37     11.562  -0.148980  +0.636156  0.016  0.000  T
    38     11.875  +0.067389  +0.936886  0.016  0.000  T
    39     12.188  -0.149020  +0.643240  0.000  0.000  T
    40     12.500  +0.053460  +0.948993  0.000  0.000  T
    41     12.812  -0.150957  +0.641661  0.000  0.000  T
    42     13.125  +0.045256  +0.973366  0.000  0.000  T
    43     13.438  -0.144440  +0.639489  0.000  0.000  T
    44     13.750  +0.074151  +0.971579  0.000  0.000  T
    45     14.062  -0.152534  +0.635476  0.000  0.000  T
    46     14.375  +0.068868  +0.945891  0.000  0.000  T
    47     14.688  -0.144259  +0.640612  0.000  0.000  T
    48     15.000  +0.066470  +0.963989  0.000  0.000  T
    49     15.312  -0.139739  +0.641036  0.000  0.000  T
    50     15.625  +0.060911  +0.952483  0.000  0.000  T
    51     15.938  -0.151578  +0.626432  0.000  0.000  T
    52     16.250  +0.076854  +0.971327  0.000  0.000  T
    53     16.562  -0.154311  +0.633245  0.000  0.000  T
    54     16.875  +0.073343  +0.949823  0.000  0.000  T
    55     17.188  -0.139315  +0.642780  0.000  0.000  T
    56     17.500  +0.061360  +0.973188  0.000  0.000  T
    57     17.812  -0.138357  +0.640961  0.000  0.000  T
    58     18.125  +0.078782  +0.954242  0.000  0.000  T
    59     18.438  -0.153130  +0.625776  0.000  0.000  T
    60     18.750  +0.086738  +0.950216  0.000  0.000  T
    61     19.062  -0.141381  +0.640864  0.000  0.000  T
    62     19.375  +0.087173  +0.962742  0.000  0.000  T
    63     19.688  -0.136741  +0.637883  0.000  0.000  T
    64     20.000  +0.080471  +0.953462  0.000  0.000  T
    65     20.312  -0.142394  +0.627783  0.000  0.000  T
    66     20.625  +0.094871  +0.970348  0.000  0.000  T
    67     20.938  -0.143788  +0.635145  0.000  0.000  T
    68     21.250  +0.081755  +0.953737  0.000  0.000  T
    69     21.562  -0.137484  +0.652769  0.000  0.000  T
    70     21.875  +0.085963  +0.946251  0.000  0.000  T
    71     22.188  -0.129328  +0.628634  0.000  0.000  T
    72     22.500  +0.096103  +0.959511  0.000  0.000  T
    73     22.812  -0.143106  +0.625533  0.000  0.000  T
    74     23.125  +0.098894  +0.951446  0.000  0.000  T
    75     23.438  -0.134987  +0.642475  0.000  0.000  T
    76     23.750  +0.105974  +0.961154  0.000  0.000  T
    77     24.062  -0.127589  +0.640206  0.000  0.000  T
    78     24.375  +0.091881  +0.955081  0.000  0.000  T
    79     24.688  -0.136193  +0.630079  0.000  0.000  T
    80     25.000  +0.105842  +0.967135  0.000  0.000  T
    81     25.312  -0.130730  +0.637839  0.000  0.000  T
    82     25.625  +0.097767  +0.952256  0.000  0.000  T
    83     25.938  -0.124167  +0.652935  0.000  0.000  T
    84     26.250  +0.098214  +0.966326  0.000  0.000  T
    85     26.562  -0.117753  +0.647230  0.000  0.000  T
    86     26.875  +0.113045  +0.949040  0.000  0.000  T
    87     27.188  -0.131377  +0.632633  0.000  0.000  T
    88     27.500  +0.114893  +0.945981  0.000  0.000  T
