start_ms=11621.000000
slip_symbols=3
start_sym=4863
symbols=256
mag_ratio=1.787145
sym_evm=0.680089
diff_evm=0.746693
origin_frac=0.046875
quad_balance=0.109375
diff_balance=0.406250
i_mean=-0.023693
q_mean=-0.022343
idx	I	Q	mag	phase_deg	diff_phase_deg
5035	+0.703944	+1.767991	1.902979	+68.290	+13.329
5036	-1.919854	+0.515782	1.987932	+164.962	+96.673
5037	+0.161631	-2.557100	2.562203	-86.383	+108.655
5038	+0.200570	-0.465064	0.506471	-66.671	+19.712
5039	+1.382510	-1.491667	2.033816	-47.175	+19.496
5040	-0.046169	+0.283937	0.287666	+99.236	+146.411
5041	+0.134388	+0.107115	0.171854	+38.557	-60.679
5042	+0.346530	-0.298203	0.457174	-40.713	-79.270
5043	-0.786451	+1.716705	1.888275	+114.613	+155.327
5044	+2.076690	+0.274934	2.094810	+7.542	-107.072
5045	-1.164571	-0.173844	1.177475	-171.510	-179.051
5046	+0.665294	+0.488829	0.825572	+36.307	-152.183
5047	-0.670531	-0.252337	0.716440	-159.377	+164.316
5048	-1.623182	+0.112373	1.627068	+176.040	-24.583
5049	-0.883905	-0.752215	1.160653	-139.602	+44.359
5050	-1.495491	-1.270274	1.962164	-139.655	-0.054
5051	+2.108260	-0.739554	2.234212	-19.330	+120.325
5052	+0.353862	+2.412790	2.438601	+81.656	+100.987
5053	-0.160135	-0.640719	0.660427	-104.032	+174.311
5054	+0.266461	+0.418200	0.495876	+57.496	+161.529
5055	+0.701464	+1.752135	1.887333	+68.181	+10.685
5056	-1.926753	+0.503695	1.991503	+165.350	+97.168
5057	+0.179592	-2.529693	2.536060	-85.939	+108.711
5058	+0.218467	-0.476734	0.524407	-65.380	+20.559
5059	+1.402607	-1.457633	2.022869	-46.102	+19.278
5060	-0.062050	+0.291786	0.298311	+102.005	+148.108
5061	+0.126508	+0.101484	0.162183	+38.736	-63.269
5062	+0.347031	-0.309576	0.465046	-41.735	-80.472
5063	-0.773228	+1.721461	1.887143	+114.188	+155.923
5064	+2.079176	+0.263822	2.095847	+7.231	-106.957
5065	-1.155739	-0.164532	1.167391	-171.898	-179.129
5066	+0.656710	+0.498843	0.824689	+37.221	-150.882
5067	-0.688506	-0.257230	0.734989	-159.514	+163.265
5068	-1.621010	+0.079673	1.622967	+177.186	-23.300
5069	-0.867909	-0.749326	1.146628	-139.194	+43.620
5070	-1.524772	-1.288470	1.996268	-139.801	-0.608
5071	+2.117360	-0.733978	2.240968	-19.119	+120.683
5072	+0.373843	+2.418985	2.447702	+81.215	+100.333
5073	-0.169665	-0.601365	0.624841	-105.755	+173.030
5074	+0.266875	+0.408592	0.488027	+56.849	+162.605
5075	+0.725911	+1.756427	1.900522	+67.545	+10.696
5076	-1.913774	+0.509382	1.980404	+165.095	+97.550
5077	+0.155138	-2.518792	2.523565	-86.475	+108.429
5078	+0.205806	-0.469384	0.512520	-66.324	+20.151
5079	+1.403004	-1.474453	2.035297	-46.422	+19.902
5080	-0.040475	+0.276228	0.279178	+98.336	+144.758
5081	+0.126549	+0.105565	0.164799	+39.834	-58.502
5082	+0.360359	-0.318932	0.481224	-41.510	-81.345
5083	-0.790528	+1.717321	1.890536	+114.718	+156.228
5084	+2.081139	+0.255761	2.096796	+7.006	-107.712
5085	-1.181341	-0.166077	1.192958	-171.998	-179.004
5086	+0.666790	+0.491104	0.828126	+36.372	-151.630
5087	-0.701936	-0.251867	0.745756	-160.261	+163.367
5088	-1.623180	+0.088200	1.625575	+176.890	-22.849
5089	-0.865366	-0.752173	1.146569	-139.003	+44.107
5090	-1.477298	-1.284295	1.957504	-138.998	+0.005
5091	+2.093926	-0.719696	2.214157	-18.968	+120.030
5092	+0.354478	+2.414298	2.440182	+81.647	+100.615
5093	-0.160200	-0.632979	0.652936	-104.203	+174.150
5094	+0.300730	+0.428554	0.523543	+54.941	+159.144
5095	+0.703838	+1.768206	1.903140	+68.295	+13.353
5096	-1.920641	+0.515665	1.988661	+164.971	+96.676
5097	+0.162253	-2.557312	2.562454	-86.370	+108.659
5098	+0.200576	-0.465081	0.506489	-66.671	+19.699
5099	+1.382569	-1.490982	2.033353	-47.161	+19.510
5100	-0.046717	+0.283602	0.287424	+99.354	+146.515
5101	+0.134401	+0.106903	0.171733	+38.499	-60.855
5102	+0.346437	-0.298340	0.457193	-40.734	-79.233
5103	-0.786287	+1.716690	1.888192	+114.609	+155.343
5104	+2.076793	+0.274798	2.094894	+7.537	-107.071
5105	-1.164123	-0.173711	1.177013	-171.513	-179.050
5106	+0.664802	+0.489019	0.825289	+36.338	-152.149
5107	-0.670644	-0.252393	0.716565	-159.377	+164.286
5108	-1.622913	+0.112219	1.626789	+176.044	-24.579
5109	-0.883798	-0.751718	1.160249	-139.617	+44.338
5110	-1.495240	-1.270153	1.961895	-139.653	-0.036
5111	+2.108095	-0.739451	2.234021	-19.329	+120.324
5112	+0.354222	+2.412951	2.438812	+81.649	+100.978
5113	-0.160787	-0.640705	0.660572	-104.088	+174.264
5114	+0.268741	+0.416360	0.495558	+57.160	+161.247
5115	+0.716043	+1.745787	1.886926	+67.699	+10.539
5116	-1.922798	+0.517685	1.991269	+164.931	+97.232
5117	+0.163717	-2.530768	2.536058	-86.299	+108.770
5118	+0.215840	-0.478160	0.524618	-65.706	+20.593
