# V.34 Phase 3 STFT sub-sequence scores
# sym_rate=3200  fc=1829
# columns: time_s  S_score  PP_score  TRN_flat  label
3.5100  0.292  -0.169  0.123  T
3.5150  0.151  0.123  0.075  T
3.5200  0.101  0.209  0.174  P
3.5250  0.126  0.243  0.148  P
3.5300  0.168  0.180  0.079  P
3.5350  0.104  0.205  0.176  P
3.5400  0.125  0.235  0.147  P
3.5450  0.047  -0.075  0.290  T
3.5500  0.068  -0.179  0.287  T
3.5550  0.157  -0.137  0.146  T
3.5600  0.158  0.179  0.078  P
3.5650  0.112  0.205  0.179  P
3.5700  0.111  0.244  0.149  P
3.5750  0.181  0.134  0.072  T
3.5800  0.210  -0.161  0.042  T
3.5850  0.258  -0.157  0.137  T
3.5900  0.145  0.161  0.076  P
3.5950  0.097  0.206  0.181  P
3.6000  0.116  0.245  0.155  P
3.6050  0.151  0.178  0.077  P
3.6100  0.095  0.206  0.175  P
3.6150  0.120  0.236  0.153  P
3.6200  0.045  -0.073  0.287  T
3.6250  0.072  -0.178  0.288  T
3.6300  0.165  -0.136  0.148  T
3.6350  0.168  0.179  0.077  P
3.6400  0.114  0.205  0.177  P
3.6450  0.117  0.235  0.150  P
3.6500  0.045  -0.075  0.288  T
3.6550  0.057  -0.022  0.276  T
3.6600  0.081  0.004  0.205  T
3.6650  0.072  -0.046  0.197  T
3.6700  0.073  -0.049  0.323  T
3.6750  0.249  -0.040  0.406  T
3.6800  0.155  0.174  0.075  P
3.6850  0.102  0.204  0.174  P
3.6900  0.118  0.234  0.150  P
3.6950  0.046  -0.076  0.288  T
3.7000  0.056  -0.022  0.275  T
3.7050  0.081  0.003  0.205  T
3.7100  0.085  0.244  0.150  P
3.7150  0.081  0.250  0.169  P
3.7200  0.084  0.254  0.174  P
3.7250  0.071  -0.046  0.197  T
3.7300  0.074  -0.050  0.324  T
3.7350  0.408  -0.110  0.416  T
3.7400  0.679  0.025  0.235  T
3.7450  1.160  -0.200  0.449  T
3.7500  0.793  -0.028  0.466  T
3.7550  0.551  -0.056  0.461  T
3.7600  0.669  -0.035  0.282  T
3.7650  1.120  0.005  0.326  T
3.7700  1.151  -0.097  0.702  T
3.7750  0.536  -0.234  0.385  T
3.7800  0.181  -0.185  0.173  T
3.7850  0.164  0.168  0.076  P
3.7900  0.260  -0.163  0.183  T
