# V.34 Phase 3 STFT sub-sequence scores
# sym_rate=3000  fc=1800
# columns: time_s  S_score  PP_score  TRN_flat  label
0.3650  0.960  -0.035  0.529  T
0.3700  0.336  -0.052  0.438  T
0.3750  1.311  -0.006  0.510  T
0.3800  1.013  -0.023  0.477  T
0.3850  1.915  -0.070  0.435  T
0.3900  1.810  0.054  0.380  T
0.3950  1.631  0.027  0.429  T
0.4000  1.251  0.003  0.519  T
0.4050  1.554  0.043  0.597  T
0.4100  1.087  -0.035  0.513  T
0.4150  1.199  -0.046  0.556  T
0.4200  0.188  0.050  0.474  T
0.4250  0.405  0.052  0.428  T
0.4300  4.106  -0.067  0.466  T
0.4350  3.960  -0.053  0.443  T
0.4400  2.813  -0.041  0.406  T
0.4450  5.309  -0.075  0.494  T
0.4500  3.034  -0.015  0.555  T
0.4550  1.479  0.030  0.493  T
0.4600  2.421  0.027  0.513  T
0.4650  2.259  0.001  0.535  T
0.4700  1.398  -0.005  0.440  T
0.4750  0.807  0.006  0.509  T
0.4800  1.223  0.002  0.453  T
0.4850  0.410  -0.020  0.434  T
0.4900  2.417  0.109  0.550  T
0.4950  3.599  -0.029  0.512  T
0.5000  1.979  0.101  0.540  T
0.5050  1.171  0.091  0.369  T
0.5100  1.455  -0.032  0.401  T
0.5150  2.079  -0.007  0.486  T
0.5200  3.893  0.055  0.561  T
0.5250  1.228  -0.014  0.548  T
0.5300  0.678  0.006  0.523  T
0.5350  3.314  0.049  0.430  T
0.5400  3.131  -0.050  0.446  T
0.5450  2.461  0.033  0.358  T
0.5500  0.698  0.011  0.424  T
0.5550  0.273  -0.054  0.609  T
0.5600  0.567  -0.007  0.499  T
0.5650  0.413  -0.068  0.470  T
0.5700  0.503  -0.080  0.579  T
0.5750  1.906  -0.050  0.524  T
0.5800  4.113  0.047  0.448  T
0.5850  2.657  0.079  0.505  T
0.5900  0.810  0.049  0.482  T
0.5950  1.063  -0.035  0.539  T
0.6000  2.290  -0.015  0.652  T
0.6050  1.261  -0.053  0.577  T
0.6100  1.657  -0.031  0.411  T
0.6150  3.228  0.030  0.415  T
0.6200  0.898  -0.004  0.541  T
0.6250  1.497  -0.007  0.450  T
0.6300  0.852  0.057  0.444  T
0.6350  0.829  0.013  0.521  T
0.6400  0.560  0.025  0.512  T
0.6450  2.191  0.007  0.426  T
0.6500  3.302  -0.055  0.428  T
0.6550  4.974  0.052  0.352  T
0.6600  7.802  0.051  0.387  T
0.6650  3.621  -0.028  0.484  T
0.6700  2.319  -0.098  0.410  T
0.6750  4.885  0.007  0.388  T
0.6800  5.690  0.011  0.449  T
0.6850  5.831  -0.027  0.397  T
0.6900  2.656  -0.078  0.395  T
0.6950  1.147  -0.036  0.404  T
0.7000  2.897  0.029  0.453  T
0.7050  2.985  0.074  0.534  T
0.7100  2.134  -0.007  0.519  T
0.7150  0.626  -0.000  0.503  T
0.7200  1.332  -0.011  0.499  T
0.7250  0.819  0.105  0.568  T
0.7300  0.605  0.023  0.442  T
0.7350  0.837  -0.013  0.470  T
0.7400  1.469  0.008  0.465  T
0.7450  1.145  -0.053  0.422  T
0.7500  0.690  -0.076  0.543  T
0.7550  0.848  -0.095  0.469  T
0.7600  1.264  0.016  0.464  T
0.7650  3.584  -0.041  0.461  T
0.7700  7.457  -0.009  0.539  T
0.7750  3.936  -0.009  0.503  T
0.7800  1.460  -0.004  0.475  T
0.7850  2.244  0.029  0.445  T
0.7900  2.834  0.016  0.488  T
0.7950  1.847  0.048  0.548  T
0.8000  0.688  -0.070  0.505  T
0.8050  1.098  -0.104  0.562  T
0.8100  0.789  -0.023  0.451  T
0.8150  1.385  -0.012  0.431  T
0.8200  2.819  -0.009  0.494  T
0.8250  1.686  0.022  0.475  T
0.8300  1.679  0.044  0.494  T
0.8350  2.148  -0.020  0.431  T
0.8400  1.655  -0.025  0.505  T
0.8450  1.218  -0.002  0.595  T
0.8500  0.424  0.013  0.530  T
0.8550  0.570  -0.083  0.457  T
0.8600  3.864  -0.024  0.385  T
0.8650  8.874  0.003  0.419  T
0.8700  3.384  0.045  0.467  T
0.8750  0.792  -0.014  0.469  T
0.8800  0.830  -0.028  0.430  T
0.8850  1.114  -0.022  0.395  T
0.8900  1.133  0.072  0.571  T
0.8950  1.406  0.043  0.460  T
0.9000  2.008  0.008  0.443  T
0.9050  2.176  0.019  0.602  T
0.9100  1.077  0.066  0.483  T
0.9150  1.023  -0.019  0.425  T
0.9200  3.237  -0.036  0.467  T
0.9250  1.079  0.003  0.425  T
0.9300  0.781  0.006  0.394  T
0.9350  1.327  -0.045  0.381  T
0.9400  2.881  0.041  0.358  T
0.9450  4.155  -0.001  0.325  T
0.9500  1.959  0.082  0.468  T
0.9550  0.339  0.063  0.407  T
0.9600  0.343  0.017  0.516  T
0.9650  1.453  -0.070  0.477  T
0.9700  1.869  0.029  0.552  T
0.9750  0.773  -0.020  0.532  T
0.9800  0.397  0.006  0.497  T
0.9850  0.790  0.004  0.483  T
0.9900  4.736  0.024  0.458  T
0.9950  4.535  -0.020  0.468  T
1.0000  0.972  -0.034  0.508  T
1.0050  3.362  0.129  0.422  T
1.0100  3.570  0.037  0.497  T
1.0150  1.814  0.014  0.558  T
1.0200  1.897  -0.009  0.496  T
1.0250  1.185  -0.055  0.493  T
1.0300  3.795  -0.077  0.462  T
1.0350  3.985  -0.022  0.426  T
1.0400  0.885  0.012  0.487  T
1.0450  1.894  -0.000  0.547  T
1.0500  1.656  -0.011  0.463  T
1.0550  0.193  -0.001  0.428  T
1.0600  0.320  -0.025  0.390  T
1.0650  1.642  0.058  0.571  T
1.0700  3.986  -0.017  0.504  T
1.0750  3.600  0.029  0.439  T
1.0800  2.414  0.024  0.625  T
1.0850  4.577  0.068  0.537  T
1.0900  5.236  0.013  0.419  T
1.0950  6.882  -0.040  0.384  T
1.1000  9.451  0.094  0.404  T
1.1050  9.225  -0.010  0.379  T
1.1100  6.157  0.023  0.397  T
1.1150  2.708  0.116  0.451  T
1.1200  1.114  0.021  0.626  T
1.1250  0.505  0.007  0.490  T
1.1300  0.737  0.023  0.438  T
1.1350  0.709  0.003  0.558  T
1.1400  0.324  0.035  0.441  T
1.1450  2.046  0.001  0.381  T
1.1500  3.610  -0.016  0.393  T
1.1550  1.849  0.064  0.404  T
1.1600  1.972  -0.033  0.409  T
1.1650  1.386  -0.036  0.425  T
1.1700  1.562  -0.079  0.493  T
1.1750  1.597  -0.002  0.489  T
1.1800  2.064  -0.021  0.392  T
1.1850  4.826  0.009  0.350  T
1.1900  2.533  -0.060  0.429  T
1.1950  0.739  -0.042  0.463  T
1.2000  1.203  -0.007  0.420  T
1.2050  2.114  0.004  0.562  T
1.2100  2.105  -0.030  0.597  T
1.2150  2.298  -0.030  0.511  T
1.2200  1.576  0.012  0.465  T
1.2250  1.808  -0.009  0.403  T
1.2300  2.967  0.004  0.402  T
1.2350  1.423  0.057  0.423  T
1.2400  0.487  0.009  0.366  T
1.2450  0.238  0.032  0.462  T
1.2500  1.243  0.030  0.489  T
1.2550  1.836  0.009  0.524  T
1.2600  0.731  -0.003  0.486  T
1.2650  0.265  0.040  0.408  T
1.2700  1.563  -0.062  0.584  T
1.2750  5.086  -0.057  0.489  T
1.2800  4.123  0.031  0.412  T
1.2850  2.145  -0.008  0.571  T
1.2900  2.383  0.015  0.488  T
1.2950  3.332  -0.054  0.594  T
1.3000  2.732  0.023  0.413  T
1.3050  2.176  0.005  0.417  T
1.3100  1.308  -0.027  0.669  T
1.3150  1.703  -0.036  0.483  T
1.3200  2.024  -0.069  0.431  T
1.3250  3.058  0.015  0.469  T
1.3300  2.110  0.010  0.488  T
1.3350  0.463  -0.064  0.456  T
1.3400  0.741  -0.016  0.573  T
1.3450  0.891  0.002  0.538  T
1.3500  1.105  0.015  0.538  T
1.3550  1.290  0.063  0.564  T
1.3600  5.434  -0.003  0.467  T
1.3650  5.584  -0.083  0.504  T
1.3700  2.801  -0.007  0.537  T
1.3750  1.068  0.017  0.584  T
1.3800  3.590  -0.059  0.486  T
1.3850  4.834  -0.020  0.430  T
1.3900  2.813  -0.030  0.385  T
1.3950  1.509  -0.031  0.366  T
1.4000  0.996  -0.086  0.489  T
1.4050  3.044  -0.062  0.539  T
1.4100  1.392  0.036  0.454  T
1.4150  0.564  -0.057  0.532  T
1.4200  1.883  -0.011  0.525  T
1.4250  3.237  -0.028  0.515  T
1.4300  1.919  0.033  0.558  T
1.4350  1.253  0.018  0.444  T
1.4400  1.492  -0.030  0.437  T
1.4450  1.600  -0.047  0.504  T
1.4500  1.791  -0.028  0.335  T
1.4550  2.599  0.024  0.377  T
1.4600  1.251  -0.038  0.358  T
1.4650  1.193  -0.023  0.402  T
1.4700  0.785  0.018  0.465  T
1.4750  0.647  -0.000  0.435  T
1.4800  3.505  -0.074  0.560  T
1.4850  4.146  0.003  0.482  T
1.4900  1.076  -0.003  0.504  T
1.4950  0.207  0.036  0.443  T
1.5000  0.625  -0.051  0.458  T
1.5050  4.362  0.113  0.527  T
1.5100  4.800  -0.017  0.471  T
1.5150  2.192  -0.034  0.503  T
1.5200  3.877  0.033  0.408  T
1.5250  6.736  -0.002  0.402  T
1.5300  5.485  0.012  0.499  T
1.5350  3.047  0.016  0.558  T
1.5400  0.746  -0.016  0.525  T
1.5450  0.991  0.067  0.565  T
1.5500  1.043  0.018  0.524  T
1.5550  2.665  0.083  0.401  T
1.5600  1.583  -0.026  0.453  T
1.5650  3.840  0.011  0.407  T
1.5700  3.301  -0.072  0.428  T
1.5750  0.485  -0.003  0.416  T
1.5800  1.200  0.005  0.541  T
1.5850  1.820  0.028  0.492  T
1.5900  0.574  0.083  0.471  T
1.5950  0.829  0.003  0.424  T
1.6000  2.027  0.094  0.462  T
1.6050  0.962  -0.001  0.532  T
1.6100  1.592  -0.051  0.538  T
1.6150  2.656  0.031  0.464  T
1.6200  2.191  0.065  0.417  T
1.6250  3.630  -0.016  0.460  T
1.6300  1.808  0.044  0.506  T
1.6350  0.579  -0.072  0.541  T
1.6400  0.610  0.013  0.544  T
1.6450  1.506  -0.044  0.551  T
1.6500  1.478  -0.043  0.511  T
1.6550  4.744  0.059  0.544  T
1.6600  2.957  -0.019  0.487  T
1.6650  1.112  0.020  0.393  T
1.6700  1.599  -0.052  0.463  T
1.6750  2.719  0.048  0.522  T
1.6800  2.083  -0.022  0.528  T
1.6850  0.714  -0.016  0.480  T
1.6900  1.162  -0.109  0.437  T
1.6950  1.493  0.001  0.454  T
1.7000  0.789  -0.035  0.464  T
1.7050  0.993  -0.085  0.504  T
1.7100  1.604  0.002  0.508  T
1.7150  0.627  0.005  0.462  T
1.7200  0.152  -0.095  0.374  T
1.7250  0.292  0.030  0.460  T
1.7300  1.256  -0.012  0.440  T
1.7350  1.117  -0.073  0.399  T
1.7400  4.773  -0.005  0.357  T
1.7450  3.516  -0.068  0.418  T
1.7500  1.668  -0.050  0.395  T
1.7550  1.473  0.083  0.428  T
1.7600  2.313  0.043  0.508  T
1.7650  4.406  -0.048  0.493  T
1.7700  2.967  0.007  0.616  T
1.7750  1.466  -0.001  0.459  T
1.7800  2.425  -0.046  0.589  T
1.7850  2.709  -0.017  0.466  T
1.7900  1.613  -0.064  0.523  T
1.7950  0.582  0.008  0.521  T
1.8000  0.831  -0.018  0.540  T
1.8050  1.163  0.037  0.474  T
1.8100  1.327  -0.116  0.463  T
1.8150  1.410  -0.014  0.570  T
1.8200  0.306  0.014  0.437  T
1.8250  0.823  0.084  0.452  T
1.8300  1.932  -0.084  0.385  T
1.8350  0.822  -0.004  0.435  T
1.8400  1.184  -0.017  0.490  T
1.8450  1.298  -0.021  0.525  T
1.8500  1.267  -0.032  0.537  T
1.8550  0.904  -0.043  0.535  T
1.8600  1.887  -0.030  0.556  T
1.8650  1.876  0.041  0.525  T
1.8700  0.518  -0.055  0.430  T
1.8750  0.295  -0.023  0.487  T
1.8800  0.507  -0.059  0.504  T
1.8850  0.678  -0.033  0.469  T
1.8900  0.270  -0.009  0.432  T
1.8950  0.509  0.005  0.448  T
1.9000  0.959  0.103  0.477  T
1.9050  1.377  0.003  0.456  T
1.9100  0.962  0.088  0.476  T
1.9150  0.866  -0.041  0.421  T
1.9200  0.335  0.134  0.440  T
1.9250  1.947  0.004  0.552  T
1.9300  2.634  -0.013  0.521  T
1.9350  2.134  0.014  0.392  T
1.9400  2.655  -0.113  0.405  T
1.9450  4.010  -0.020  0.471  T
1.9500  1.983  -0.032  0.548  T
1.9550  0.335  0.062  0.415  T
1.9600  0.515  -0.089  0.373  T
1.9650  1.432  -0.030  0.534  T
1.9700  1.929  -0.037  0.578  T
1.9750  1.323  -0.013  0.514  T
1.9800  1.040  -0.010  0.554  T
1.9850  0.509  0.021  0.493  T
1.9900  0.776  -0.118  0.471  T
1.9950  2.600  0.052  0.469  T
2.0000  2.115  -0.007  0.520  T
2.0050  0.524  -0.007  0.518  T
2.0100  0.552  -0.005  0.499  T
2.0150  2.472  0.012  0.387  T
2.0200  1.433  0.012  0.466  T
2.0250  2.120  0.062  0.344  T
2.0300  5.615  -0.050  0.521  T
2.0350  3.918  0.016  0.580  T
2.0400  3.100  0.033  0.530  T
2.0450  1.748  -0.103  0.506  T
2.0500  1.867  0.026  0.453  T
2.0550  1.818  0.084  0.536  T
2.0600  0.679  -0.001  0.521  T
2.0650  1.858  -0.029  0.409  T
2.0700  2.407  -0.028  0.460  T
2.0750  2.990  0.047  0.395  T
2.0800  1.626  -0.025  0.377  T
2.0850  0.447  0.028  0.430  T
2.0900  0.927  0.060  0.417  T
2.0950  1.043  -0.103  0.425  T
2.1000  1.702  -0.012  0.411  T
2.1050  0.697  0.014  0.493  T
2.1100  0.785  -0.024  0.560  T
2.1150  2.707  -0.026  0.514  T
2.1200  2.593  -0.060  0.470  T
2.1250  0.569  0.086  0.417  T
2.1300  1.995  0.000  0.493  T
2.1350  3.668  0.095  0.522  T
2.1400  0.977  0.049  0.506  T
2.1450  1.144  -0.018  0.583  T
2.1500  1.086  -0.003  0.471  T
2.1550  3.069  -0.005  0.518  T
2.1600  1.454  0.002  0.451  T
2.1650  1.577  0.003  0.427  T
2.1700  3.263  -0.028  0.480  T
2.1750  2.276  -0.074  0.442  T
2.1800  1.146  0.052  0.416  T
2.1850  1.289  0.042  0.396  T
2.1900  1.776  0.085  0.482  T
2.1950  0.980  -0.001  0.470  T
2.2000  1.210  -0.010  0.487  T
2.2050  0.464  0.044  0.437  T
2.2100  0.764  -0.033  0.487  T
2.2150  1.100  0.081  0.482  T
2.2200  1.922  -0.002  0.450  T
2.2250  2.145  -0.011  0.460  T
2.2300  3.261  -0.020  0.444  T
2.2350  5.177  -0.014  0.453  T
2.2400  3.043  -0.032  0.416  T
2.2450  1.507  0.033  0.403  T
2.2500  2.434  0.112  0.498  T
2.2550  1.721  -0.007  0.483  T
2.2600  0.659  -0.009  0.497  T
2.2650  0.453  0.086  0.500  T
2.2700  0.324  -0.007  0.472  T
2.2750  1.433  -0.022  0.408  T
2.2800  1.323  0.033  0.407  T
2.2850  0.518  -0.021  0.478  T
2.2900  0.487  -0.043  0.452  T
2.2950  3.188  0.054  0.485  T
2.3000  2.876  -0.055  0.478  T
2.3050  2.263  -0.064  0.444  T
2.3100  1.893  -0.020  0.368  T
2.3150  1.591  -0.071  0.590  T
2.3200  2.402  0.043  0.429  T
2.3250  1.673  -0.038  0.582  T
2.3300  1.038  -0.002  0.483  T
2.3350  1.495  0.017  0.474  T
2.3400  2.243  0.012  0.514  T
2.3450  2.444  -0.093  0.486  T
2.3500  4.016  -0.032  0.531  T
2.3550  5.590  -0.036  0.511  T
2.3600  3.378  -0.033  0.448  T
2.3650  2.143  -0.001  0.512  T
2.3700  2.147  0.003  0.471  T
2.3750  2.901  0.091  0.368  T
2.3800  3.442  0.035  0.413  T
2.3850  1.787  0.059  0.410  T
2.3900  2.600  0.168  0.476  P
2.3950  3.750  0.067  0.552  T
2.4000  1.485  -0.002  0.432  T
2.4050  2.623  -0.007  0.433  T
2.4100  1.998  -0.005  0.482  T
2.4150  3.321  -0.047  0.496  T
2.4200  4.080  -0.097  0.495  T
2.4250  1.785  0.046  0.452  T
2.4300  3.914  -0.071  0.472  T
2.4350  3.751  0.078  0.521  T
2.4400  1.547  -0.019  0.447  T
2.4450  0.991  0.047  0.412  T
2.4500  2.643  -0.058  0.445  T
2.4550  4.074  0.106  0.413  T
2.4600  2.531  -0.050  0.467  T
2.4650  2.982  -0.001  0.515  T
2.4700  0.575  0.016  0.532  T
2.4750  0.654  -0.066  0.559  T
2.4800  1.241  0.034  0.431  T
2.4850  2.462  0.012  0.443  T
2.4900  2.984  -0.029  0.468  T
2.4950  4.467  -0.030  0.526  T
2.5000  5.138  0.021  0.525  T
2.5050  3.103  -0.030  0.462  T
2.5100  1.071  0.001  0.381  T
2.5150  0.959  -0.013  0.438  T
2.5200  1.912  -0.020  0.525  T
2.5250  1.818  -0.088  0.527  T
2.5300  1.021  -0.003  0.449  T
2.5350  2.452  0.005  0.414  T
2.5400  3.690  -0.017  0.440  T
2.5450  5.231  -0.039  0.405  T
2.5500  2.579  0.027  0.424  T
2.5550  0.891  0.021  0.472  T
2.5600  2.989  -0.076  0.475  T
2.5650  3.247  -0.024  0.481  T
2.5700  1.950  0.043  0.461  T
2.5750  1.193  -0.032  0.411  T
2.5800  1.476  -0.090  0.475  T
2.5850  1.963  0.007  0.390  T
2.5900  4.062  -0.005  0.434  T
2.5950  6.226  -0.036  0.394  T
2.6000  6.671  -0.098  0.435  T
2.6050  2.994  -0.025  0.534  T
2.6100  2.563  0.017  0.603  T
2.6150  2.049  -0.078  0.595  T
2.6200  0.389  0.041  0.456  T
2.6250  0.554  0.008  0.449  T
2.6300  2.304  -0.050  0.486  T
2.6350  2.999  -0.040  0.688  T
2.6400  1.539  0.033  0.500  T
2.6450  3.174  0.001  0.448  T
2.6500  4.051  -0.067  0.530  T
2.6550  3.559  -0.038  0.538  T
2.6600  2.852  -0.013  0.450  T
2.6650  1.974  0.046  0.497  T
2.6700  1.369  0.036  0.457  T
2.6750  1.248  0.017  0.434  T
2.6800  3.177  0.008  0.421  T
2.6850  2.726  -0.062  0.489  T
2.6900  0.549  0.039  0.470  T
2.6950  0.893  -0.012  0.527  T
2.7000  1.388  -0.003  0.465  T
2.7050  0.604  0.006  0.541  T
2.7100  0.508  -0.073  0.508  T
2.7150  1.102  -0.020  0.423  T
2.7200  0.803  0.053  0.510  T
2.7250  1.571  0.009  0.397  T
2.7300  1.920  -0.046  0.413  T
2.7350  2.081  -0.072  0.516  T
2.7400  1.799  -0.025  0.545  T
2.7450  1.584  -0.041  0.604  T
2.7500  3.534  -0.069  0.487  T
2.7550  3.378  0.106  0.492  T
2.7600  2.069  0.054  0.533  T
2.7650  5.440  -0.057  0.355  T
2.7700  4.680  0.025  0.374  T
2.7750  1.836  0.018  0.425  T
2.7800  1.818  -0.074  0.405  T
2.7850  0.636  -0.023  0.485  T
2.7900  3.071  -0.019  0.419  T
2.7950  6.262  -0.007  0.385  T
2.8000  2.290  -0.023  0.657  T
2.8050  2.536  0.049  0.563  T
2.8100  4.608  -0.036  0.553  T
2.8150  1.717  -0.039  0.398  T
2.8200  2.662  0.041  0.372  T
2.8250  1.571  -0.040  0.414  T
2.8300  1.212  0.084  0.402  T
2.8350  1.697  0.019  0.412  T
2.8400  2.930  -0.017  0.454  T
2.8450  1.843  -0.041  0.565  T
2.8500  0.924  -0.034  0.510  T
2.8550  1.390  -0.081  0.580  T
2.8600  1.763  -0.106  0.460  T
2.8650  0.686  0.010  0.394  T
2.8700  2.039  0.070  0.481  T
2.8750  1.363  -0.041  0.480  T
2.8800  1.819  0.075  0.443  T
2.8850  1.281  0.070  0.523  T
2.8900  0.262  0.070  0.365  T
2.8950  0.399  -0.021  0.434  T
2.9000  0.485  0.043  0.384  T
2.9050  1.942  -0.018  0.393  T
2.9100  1.195  0.047  0.410  T
2.9150  0.149  0.003  0.534  T
2.9200  2.538  -0.100  0.543  T
2.9250  3.446  0.014  0.470  T
2.9300  1.589  -0.051  0.401  T
2.9350  3.533  -0.009  0.459  T
2.9400  8.312  0.005  0.400  T
2.9450  1.760  -0.059  0.498  T
2.9500  0.663  -0.023  0.395  T
2.9550  1.723  -0.006  0.484  T
2.9600  1.553  0.057  0.412  T
2.9650  1.001  -0.063  0.455  T
2.9700  2.160  -0.027  0.622  T
2.9750  2.283  -0.030  0.568  T
2.9800  2.416  -0.017  0.554  T
2.9850  3.107  -0.015  0.395  T
2.9900  2.855  0.069  0.468  T
2.9950  0.927  0.037  0.504  T
3.0000  0.936  -0.039  0.477  T
3.0050  1.464  0.091  0.427  T
3.0100  0.739  0.020  0.454  T
3.0150  0.561  -0.071  0.496  T
3.0200  1.795  -0.027  0.482  T
3.0250  1.682  0.042  0.479  T
3.0300  2.219  -0.091  0.495  T
3.0350  2.598  0.032  0.448  T
3.0400  0.917  0.049  0.475  T
3.0450  2.077  -0.005  0.510  T
3.0500  2.816  0.007  0.462  T
3.0550  0.915  0.111  0.423  T
3.0600  1.178  0.003  0.571  T
3.0650  1.899  -0.046  0.431  T
3.0700  0.583  0.006  0.525  T
3.0750  6.296  -0.027  0.417  T
3.0800  8.394  0.081  0.419  T
3.0850  1.847  -0.024  0.488  T
3.0900  1.430  0.011  0.556  T
3.0950  1.512  0.008  0.478  T
3.1000  0.575  -0.007  0.506  T
3.1050  1.262  0.062  0.470  T
3.1100  1.513  0.028  0.506  T
3.1150  1.490  0.066  0.568  T
3.1200  3.109  -0.012  0.445  T
3.1250  2.236  0.093  0.454  T
3.1300  0.771  0.043  0.438  T
3.1350  1.067  -0.011  0.422  T
3.1400  1.608  -0.028  0.452  T
3.1450  1.217  0.020  0.450  T
3.1500  0.239  -0.021  0.451  T
3.1550  1.111  -0.032  0.514  T
3.1600  3.024  0.088  0.451  T
3.1650  1.239  -0.006  0.467  T
3.1700  0.750  0.040  0.524  T
3.1750  2.279  0.025  0.489  T
3.1800  0.894  -0.077  0.435  T
3.1850  0.231  -0.038  0.514  T
3.1900  0.435  0.010  0.529  T
3.1950  3.845  0.008  0.526  T
3.2000  4.233  0.018  0.482  T
3.2050  4.441  0.060  0.427  T
3.2100  6.370  0.018  0.390  T
3.2150  5.226  -0.025  0.413  T
3.2200  2.875  -0.040  0.452  T
3.2250  3.230  0.007  0.403  T
3.2300  4.889  -0.005  0.408  T
3.2350  2.209  0.071  0.405  T
3.2400  1.650  -0.031  0.443  T
3.2450  2.565  0.052  0.477  T
3.2500  2.527  -0.008  0.455  T
3.2550  1.282  0.017  0.492  T
3.2600  3.114  -0.048  0.471  T
3.2650  3.860  -0.016  0.527  T
3.2700  0.683  0.043  0.506  T
3.2750  0.747  0.127  0.547  T
3.2800  0.809  0.002  0.523  T
3.2850  1.136  -0.054  0.452  T
3.2900  2.408  0.034  0.456  T
3.2950  1.470  -0.006  0.459  T
3.3000  0.911  -0.008  0.462  T
3.3050  1.276  -0.084  0.476  T
3.3100  1.228  -0.015  0.460  T
3.3150  2.183  -0.001  0.522  T
3.3200  2.071  -0.079  0.502  T
3.3250  0.800  0.009  0.521  T
3.3300  0.349  -0.026  0.430  T
3.3350  0.343  -0.006  0.334  T
3.3400  0.841  0.031  0.387  T
3.3450  2.011  -0.004  0.438  T
3.3500  2.296  -0.003  0.501  T
3.3550  0.851  0.023  0.520  T
3.3600  1.488  -0.063  0.503  T
3.3650  1.001  -0.022  0.544  T
3.3700  0.505  -0.005  0.553  T
3.3750  0.458  -0.019  0.472  T
3.3800  1.939  -0.148  0.505  T
3.3850  3.364  0.055  0.442  T
3.3900  2.612  0.013  0.487  T
3.3950  2.062  -0.106  0.465  T
3.4000  0.914  0.008  0.437  T
3.4050  1.131  0.012  0.578  T
3.4100  2.740  -0.002  0.555  T
3.4150  2.623  0.005  0.538  T
3.4200  2.525  -0.010  0.532  T
3.4250  2.956  0.025  0.433  T
3.4300  5.433  -0.025  0.453  T
3.4350  5.031  0.041  0.437  T
3.4400  2.784  -0.018  0.544  T
3.4450  0.785  0.077  0.511  T
3.4500  1.433  -0.047  0.588  T
3.4550  0.857  -0.078  0.497  T
3.4600  0.433  0.010  0.447  T
3.4650  0.156  0.047  0.468  T
3.4700  3.185  -0.007  0.437  T
3.4750  4.144  0.009  0.481  T
3.4800  0.474  -0.030  0.483  T
3.4850  3.051  0.029  0.391  T
3.4900  3.045  0.076  0.319  T
3.4950  1.524  0.078  0.357  T
3.5000  1.807  -0.086  0.384  T
3.5050  2.611  0.042  0.434  T
3.5100  1.588  0.015  0.523  T
3.5150  0.865  -0.025  0.551  T
3.5200  0.380  -0.016  0.541  T
3.5250  1.015  -0.064  0.517  T
3.5300  1.938  0.047  0.471  T
3.5350  0.550  0.035  0.452  T
3.5400  2.436  -0.032  0.532  T
3.5450  1.786  0.014  0.516  T
3.5500  2.729  -0.050  0.545  T
