# V.34 Phase 3 STFT sub-sequence scores
# sym_rate=3200  fc=1829
# columns: time_s  S_score  PP_score  TRN_flat  label
3.5300  1.351  -0.027  0.344  T
3.5350  1.384  0.003  0.352  T
3.5400  2.601  -0.049  0.409  T
3.5450  2.712  0.016  0.392  T
3.5500  2.569  0.093  0.399  T
3.5550  2.176  0.070  0.371  T
3.5600  3.129  0.003  0.375  T
3.5650  1.023  -0.080  0.332  T
3.5700  0.578  -0.039  0.346  T
3.5750  1.034  0.072  0.361  T
3.5800  2.102  0.041  0.360  T
3.5850  1.541  -0.003  0.336  T
3.5900  0.617  -0.016  0.350  T
3.5950  1.212  0.027  0.242  T
3.6000  3.015  -0.053  0.294  T
3.6050  2.394  -0.082  0.374  T
3.6100  1.830  0.033  0.274  T
3.6150  1.649  -0.053  0.477  T
3.6200  3.204  -0.027  0.419  T
3.6250  1.828  -0.025  0.379  T
3.6300  0.699  0.004  0.344  T
3.6350  1.126  0.048  0.342  T
3.6400  0.792  0.057  0.387  T
3.6450  2.283  0.024  0.364  T
3.6500  3.898  0.072  0.353  T
3.6550  4.590  0.073  0.329  T
3.6600  1.836  0.146  0.347  T
3.6650  0.909  0.009  0.294  T
3.6700  0.739  -0.066  0.328  T
3.6750  0.811  -0.036  0.379  T
3.6800  1.383  -0.027  0.318  T
3.6850  2.725  -0.057  0.329  T
3.6900  1.666  -0.004  0.327  T
3.6950  1.448  0.028  0.343  T
3.7000  1.235  0.001  0.357  T
3.7050  0.706  0.061  0.349  T
3.7100  0.470  0.077  0.347  T
3.7150  2.095  -0.060  0.319  T
3.7200  4.439  -0.109  0.339  T
3.7250  2.478  0.004  0.341  T
3.7300  1.350  0.060  0.253  T
3.7350  3.205  -0.051  0.324  T
3.7400  2.525  -0.067  0.270  T
3.7450  3.532  -0.025  0.298  T
3.7500  3.706  0.085  0.329  T
3.7550  1.921  -0.007  0.364  T
3.7600  2.228  -0.062  0.338  T
3.7650  1.158  0.085  0.469  T
3.7700  0.251  0.023  0.385  T
3.7750  0.139  -0.102  0.391  T
3.7800  0.286  -0.008  0.320  T
3.7850  0.551  -0.053  0.342  T
3.7900  0.598  -0.132  0.389  T
