start_ms=12203.333333
slip_symbols=-2
start_sym=6610
symbols=256
mag_ratio=1.370250
sym_evm=0.831333
diff_evm=1.009251
origin_frac=0.273438
quad_balance=0.023438
diff_balance=0.789062
i_mean=+0.002485
q_mean=+0.000989
idx	I	Q	mag	phase_deg	diff_phase_deg
6708	-0.072612	-0.107383	0.129629	-124.066	+14.125
6709	+0.069030	-0.087631	0.111554	-51.771	+72.295
6710	-0.040816	-0.074978	0.085367	-118.562	-66.791
6711	+0.291832	-0.306365	0.423114	-46.392	+72.171
6712	+0.518098	+0.384193	0.645003	+36.559	+82.950
6713	-0.265365	+0.550595	0.611206	+115.732	+79.174
6714	-0.404938	+0.009046	0.405039	+178.720	+62.988
6715	-0.358523	-0.073329	0.365945	-168.441	+12.839
6716	-0.183051	-0.457878	0.493112	-111.791	+56.650
6717	+0.307571	-0.293556	0.425177	-43.664	+68.126
6718	+0.185443	+0.068615	0.197730	+20.305	+63.969
6719	+0.118472	+0.004960	0.118576	+2.397	-17.908
6720	+0.117114	+0.152310	0.192130	+52.443	+50.045
6721	-0.085871	+0.164130	0.185236	+117.618	+65.176
6722	-0.080185	-0.006995	0.080490	-175.014	+67.368
6723	+0.005843	+0.030437	0.030993	+79.133	-105.853
6724	-0.024096	+0.022584	0.033025	+136.855	+57.722
6725	-0.022424	+0.039655	0.045556	+119.487	-17.369
6726	-0.079546	-0.064383	0.102337	-141.014	+99.499
6727	+0.035799	-0.085743	0.092916	-67.338	+73.676
6728	+0.047781	-0.045079	0.065689	-43.333	+24.005
6729	+0.038136	+0.044947	0.058946	+49.687	+93.020
6730	-0.052823	-0.008049	0.053432	-171.336	+138.978
6731	+0.003144	-0.042525	0.042642	-85.772	+85.564
6732	+0.042425	-0.013462	0.044510	-17.605	+68.166
6733	+0.043073	+0.067986	0.080482	+57.643	+75.248
6734	-0.032034	+0.045968	0.056029	+124.872	+67.229
6735	-0.044743	-0.000646	0.044747	-179.173	+55.955
6736	+0.023890	-0.066961	0.071095	-70.365	+108.807
6737	+0.041390	+0.035468	0.054508	+40.594	+110.959
6738	-0.059430	+0.011327	0.060500	+169.209	+128.615
6739	-0.040679	+0.000315	0.040680	+179.556	+10.347
6740	-0.041445	-0.058575	0.071754	-125.281	+55.163
6741	+0.077247	-0.017718	0.079253	-12.918	+112.363
6742	+0.015137	+0.060667	0.062527	+75.990	+88.909
6743	-0.000628	+0.039160	0.039165	+90.919	+14.928
6744	-0.055939	-0.023692	0.060749	-157.046	+112.035
6745	+0.054174	-0.044612	0.070179	-39.472	+117.575
6746	+0.044294	+0.025290	0.051005	+29.725	+69.196
6747	-0.007266	+0.041725	0.042353	+99.878	+70.154
6748	-0.058882	-0.001313	0.058896	-178.723	+81.399
6749	+0.002015	-0.054039	0.054077	-87.865	+90.858
6750	+0.048771	-0.001483	0.048793	-1.741	+86.123
6751	+0.019759	+0.064751	0.067698	+73.030	+74.772
6752	-0.052548	+0.016484	0.055073	+162.584	+89.554
6753	+0.012168	-0.061382	0.062576	-78.787	+118.629
6754	+0.019618	-0.028145	0.034308	-55.122	+23.666
6755	+0.064825	+0.012669	0.066052	+11.058	+66.180
6756	-0.060655	+0.051128	0.079330	+139.871	+128.813
6757	-0.037683	-0.052537	0.064655	-125.651	+94.478
6758	-0.012847	-0.039678	0.041706	-107.941	+17.710
6759	+0.063752	-0.006630	0.064096	-5.937	+102.003
6760	-0.014488	+0.069964	0.071449	+101.699	+107.637
6761	-0.048356	+0.007657	0.048958	+171.002	+69.303
6762	-0.028578	-0.029743	0.041247	-133.856	+55.142
6763	+0.054952	-0.037598	0.066584	-34.380	+99.476
6764	+0.031551	+0.035566	0.047544	+48.423	+82.803
6765	-0.012655	+0.035676	0.037853	+109.530	+61.107
6766	-0.072156	-0.027459	0.077204	-159.166	+91.304
6767	+0.031767	-0.056216	0.064571	-60.530	+98.636
6768	+0.020041	+0.053155	0.056807	+69.342	+129.872
6769	+0.008203	+0.034104	0.035077	+76.476	+7.134
6770	-0.045144	+0.041906	0.061596	+137.130	+60.654
6771	-0.003848	-0.077317	0.077412	-92.849	+130.021
6772	+0.075270	-0.002676	0.075317	-2.036	+90.813
6773	+0.042439	+0.008225	0.043228	+10.968	+13.004
6774	-0.019438	+0.069285	0.071960	+105.672	+94.704
6775	-0.054370	-0.045116	0.070651	-140.315	+114.014
6776	+0.015617	-0.036525	0.039724	-66.849	+73.465
6777	+0.025643	+0.007243	0.026646	+15.772	+82.622
6778	-0.016284	+0.049854	0.052446	+108.089	+92.317
6779	-0.062591	-0.014215	0.064185	-167.204	+84.706
6780	-0.004912	-0.070351	0.070522	-93.994	+73.210
6781	+0.073492	-0.047575	0.087547	-32.917	+61.077
6782	+0.038637	+0.029339	0.048514	+37.212	+70.129
6783	-0.028355	-0.030041	0.041309	-133.346	-170.558
6784	+0.004738	-0.018553	0.019148	-75.674	+57.672
6785	+0.047338	-0.056550	0.073748	-50.067	+25.607
6786	+0.083995	+0.115446	0.142769	+53.961	+104.028
6787	-0.019079	+0.088302	0.090340	+102.192	+48.231
6788	-0.062275	+0.165223	0.176569	+110.652	+8.460
6789	-0.152354	-0.014729	0.153064	-174.478	+74.870
6790	-0.034196	+0.042930	0.054885	+128.539	-56.983
6791	-0.348280	+0.052867	0.352270	+171.369	+42.829
6792	-0.363234	-0.599224	0.700720	-121.223	+67.408
6793	+0.539872	-0.613975	0.817574	-48.675	+72.548
6794	+0.579010	+0.121853	0.591694	+11.884	+60.559
6795	+0.407957	+0.249060	0.477975	+31.404	+19.520
6796	+0.310316	+0.773506	0.833431	+68.140	+36.736
6797	-0.631034	+0.855079	1.062715	+126.427	+58.286
6798	-0.908796	-0.165655	0.923770	-169.670	+63.904
6799	-0.313478	-0.512809	0.601033	-121.437	+48.232
6800	-0.195773	-0.560977	0.594157	-109.238	+12.199
6801	+0.302934	-0.833120	0.886486	-70.018	+39.220
6802	+1.003402	-0.073104	1.006062	-4.167	+65.851
6803	+0.487104	+0.612988	0.782958	+51.528	+55.695
6804	+0.016441	+0.451315	0.451614	+87.914	+36.386
6805	-0.163282	+0.447790	0.476631	+110.034	+22.120
6806	-0.552790	+0.108175	0.563275	+168.928	+58.894
6807	-0.281735	-0.387606	0.479179	-126.012	+65.060
6808	+0.078899	-0.145590	0.165595	-61.546	+64.466
6809	-0.044403	-0.139931	0.146807	-107.605	-46.060
6810	+0.200827	-0.075999	0.214726	-20.728	+86.877
6811	+0.107463	+0.112124	0.155306	+46.216	+66.944
6812	+0.027177	+0.131100	0.133887	+78.288	+32.072
6813	-0.026686	+0.116515	0.119532	+102.900	+24.612
6814	-0.090575	-0.000214	0.090575	-179.865	+77.235
6815	-0.016993	+0.077610	0.079449	+102.350	-77.785
6816	-0.402238	-0.048759	0.405182	-173.088	+84.562
6817	+0.064670	-0.654277	0.657466	-84.355	+88.733
6818	+0.611351	-0.001625	0.611353	-0.152	+84.203
6819	+0.249701	+0.326870	0.411333	+52.623	+52.775
6820	+0.120639	+0.335875	0.356884	+70.243	+17.620
6821	-0.240209	+0.441816	0.502893	+118.532	+48.289
6822	-0.417832	-0.110628	0.432229	-165.170	+76.297
6823	-0.034306	-0.187628	0.190739	-100.362	+64.809
6824	-0.080732	-0.097607	0.126668	-129.595	-29.233
6825	+0.004953	-0.196290	0.196352	-88.555	+41.040
6826	+0.176776	-0.009634	0.177038	-3.119	+85.435
6827	-0.000099	+0.053254	0.053255	+90.106	+93.226
6828	+0.035581	-0.042448	0.055388	-50.029	-140.136
6829	+0.028274	-0.010132	0.030034	-19.715	+30.314
6830	+0.079923	-0.021259	0.082702	-14.895	+4.820
6831	+0.044416	+0.101052	0.110382	+66.273	+81.168
6832	-0.041524	+0.043791	0.060348	+133.478	+67.205
6833	-0.010613	+0.034818	0.036400	+106.952	-26.526
6834	+0.033756	-0.021679	0.040118	-32.709	-139.661
6835	+0.063686	+0.125659	0.140876	+63.123	+95.832
6836	-0.077652	+0.074407	0.107546	+136.223	+73.099
6837	-0.071871	+0.068628	0.099374	+136.322	+0.100
6838	-0.192209	-0.020001	0.193247	-174.059	+49.619
6839	-0.039767	-0.132467	0.138307	-106.710	+67.349
6840	-0.105102	+0.004691	0.105207	+177.444	-75.845
6841	-0.243183	-0.355612	0.430810	-124.366	+58.189
6842	+0.424370	-0.532126	0.680623	-51.428	+72.938
6843	+0.617508	+0.234637	0.660583	+20.806	+72.233
6844	+0.067632	+0.391067	0.396872	+80.188	+59.383
6845	-0.007661	+0.363679	0.363760	+91.207	+11.019
6846	-0.433623	+0.198382	0.476849	+155.416	+64.209
6847	-0.207931	-0.258776	0.331965	-128.783	+75.802
6848	+0.083605	-0.021832	0.086408	-14.635	+114.148
6849	-0.131058	+0.020203	0.132606	+171.237	-174.129
6850	+0.040204	-0.079850	0.089400	-63.275	+125.488
6851	-0.202465	+0.259225	0.328921	+127.991	-168.733
6852	-0.548188	-0.443802	0.705316	-141.007	+91.002
6853	+0.365847	-0.688492	0.779657	-62.015	+78.992
6854	+0.537345	-0.004650	0.537365	-0.496	+61.519
6855	+0.453226	+0.018456	0.453601	+2.332	+2.828
6856	+0.544054	+0.565999	0.785079	+46.133	+43.801
6857	-0.317896	+0.915443	0.969068	+109.150	+63.017
6858	-0.811275	+0.049496	0.812783	+176.509	+67.359
6859	-0.412750	-0.238863	0.476883	-149.942	+33.550
6860	-0.303150	-0.423080	0.520477	-125.623	+24.319
6861	+0.191492	-0.557848	0.589800	-71.054	+54.569
6862	+0.474571	-0.038731	0.476148	-4.666	+66.389
6863	+0.131504	+0.142000	0.193539	+47.198	+51.863
6864	+0.135889	+0.009748	0.136238	+4.103	-43.094
6865	+0.054868	+0.230618	0.237055	+76.617	+72.514
